LABID,BAPS2_1092,NewBaps,Genome.Set,Pathogen,Serotype.x,Source,Year,ErmB,ErmG,ErmT,linB,lnuB,lnuC,lsaE,vgaLC,mefA,mel,parC,tet44,tetM,tetO,tetW,tet40,tetL,tetOW32O,ANT4Ib,ANT6Ia,ANT6Ib,ANT6Ib1,ANT9Ia,APH3IIIa,ANT1,aadE1,aadE2,dfr:1,dfr:2,dfrF,dfrK,folP,cat1,blaZ,pbp2B,pbp2X:1,pbp2X:2,pbp2X:3,mraY
TMW_SS110,30,12,RCUK_APHA,NON-CLINICAL,28,Pig,2015,yes,no,no,no,no,no,no,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,yes,yes,no,no,no
TMW_SS111,30,12,RCUK_APHA,NON-CLINICAL,28,Pig,2015,yes,no,no,no,no,no,no,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,yes,yes,no,no,no,no,no,yes,yes,no,no,yes
TMW_SS112,30,12,RCUK_APHA,NON-CLINICAL,28,Pig,2015,yes,no,no,no,no,no,no,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,yes,yes,no,no,no,no,no,yes,no,no,no,no
TMW_SS113,30,12,RCUK_APHA,NON-CLINICAL,28,Pig,2015,yes,no,no,no,no,no,no,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,yes,yes,no,no,no,no,no,yes,no,no,no,no
TMW_SS114,30,12,RCUK_APHA,NON-CLINICAL,28,Pig,2015,yes,no,no,no,no,no,no,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,yes,yes,no,no,no,no,no,yes,no,no,no,no
TMW_SS115,30,12,RCUK_APHA,NON-CLINICAL,28,Pig,2015,yes,no,no,no,no,no,no,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,yes,yes,no,no,no,no,no,yes,no,no,no,no
TMW_SS116,7,11,RCUK_APHA,NON-CLINICAL,NA,Pig,2015,yes,no,no,yes,no,no,yes,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,yes,yes,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no
TMW_SS117,7,11,RCUK_APHA,NON-CLINICAL,NA,Pig,2015,yes,no,no,yes,no,no,yes,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,yes,yes,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no
TMW_SS118,30,12,RCUK_APHA,NON-CLINICAL,28,Pig,2015,yes,no,no,no,no,no,no,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,yes,yes,no,no,no,no,no,yes,no,no,no,no
TMW_SS119,7,11,RCUK_APHA,NON-CLINICAL,NA,Pig,2015,yes,no,no,no,no,no,no,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no
083_13A,13,8,RCUK_UK,NON-CLINICAL,6,Pig,2013,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no
083_17A,17,8,RCUK_UK,NON-CLINICAL,25,Pig,2013,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,yes,no,no,no,no,no,no,yes,no,no,no,no
083_17B,6,9,RCUK_UK,NON-CLINICAL,NA,Pig,2013,no,no,no,no,no,no,no,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,yes,no,no,no,no
083_17C,6,9,RCUK_UK,NON-CLINICAL,NA,Pig,2013,yes,no,no,no,no,no,no,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,yes,yes,no,no,yes
083_1C,5,21,RCUK_UK,NON-CLINICAL,NA,Pig,2013,yes,no,no,no,no,no,no,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,yes,no,no,yes,yes,no,no,no
083_22A,6,10,RCUK_UK,NON-CLINICAL,15,Pig,2013,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no
083_24C,17,8,RCUK_UK,NON-CLINICAL,25,Pig,2013,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no
083_25C,6,9,RCUK_UK,NON-CLINICAL,10,Pig,2013,yes,no,no,no,no,no,no,yes,no,no,no,no,no,yes,no,no,no,no,no,yes,no,no,yes,yes,no,no,no,yes,yes,no,no,no,no,no,yes,no,no,no,no
083_2A,6,9,RCUK_UK,NON-CLINICAL,31,Pig,2013,yes,no,no,no,no,no,no,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,yes,yes,no,no,no
083_2B,6,9,RCUK_UK,NON-CLINICAL,31,Pig,2013,no,no,no,no,no,no,no,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,yes,no,no,no,no
083_3A,6,9,RCUK_UK,NON-CLINICAL,NA,Pig,2013,yes,no,no,no,no,no,no,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,yes,yes,no,no,no
270_16A,6,9,RCUK_UK,NON-CLINICAL,NA,Pig,2013,no,no,no,no,no,no,no,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,yes,no,no,no,no
270_21B,6,10,RCUK_UK,NON-CLINICAL,30,Pig,2013,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
270_21C,6,10,RCUK_UK,NON-CLINICAL,30,Pig,2013,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
270_23C,6,9,RCUK_UK,NON-CLINICAL,NA,Pig,2013,no,no,no,no,no,no,no,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,yes,no,no,no,no
270_6A,6,9,RCUK_UK,NON-CLINICAL,4,Pig,2013,yes,no,no,no,no,no,no,yes,no,no,no,no,no,yes,no,no,no,no,no,yes,no,no,yes,yes,no,no,no,yes,yes,no,no,no,no,no,yes,no,no,no,no
359_6B,6,9,RCUK_UK,NON-CLINICAL,10,Pig,2013,yes,no,no,no,no,no,no,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,yes,yes,no,no,no
427_17B,7,11,RCUK_UK,NON-CLINICAL,15,Pig,2013,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no
427_17C,5,21,RCUK_UK,NON-CLINICAL,NA,Pig,2013,yes,no,no,no,no,no,no,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,yes,yes,no,no,no
427_5B,8,13,RCUK_UK,NON-CLINICAL,16,Pig,2013,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
427_7C,12,8,RCUK_UK,NON-CLINICAL,9,Pig,2013,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no
632_4A,13,8,RCUK_UK,NON-CLINICAL,6,Pig,2013,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
632_6A,13,8,RCUK_UK,NON-CLINICAL,6,Pig,2013,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
632_6B,13,8,RCUK_UK,NON-CLINICAL,6,Pig,2013,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
632_6C,13,8,RCUK_UK,NON-CLINICAL,6,Pig,2013,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes
632_7B,9,13,RCUK_UK,NON-CLINICAL,16,Pig,2013,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
632_7C,6,9,RCUK_UK,NON-CLINICAL,31,Pig,2013,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,yes,yes,no,no,no
632_9A,8,13,RCUK_UK,NON-CLINICAL,16,Pig,2013,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
632_9C,9,8,RCUK_UK,NON-CLINICAL,25,Pig,2013,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,yes,no,no,yes
635_10C,6,9,RCUK_UK,NON-CLINICAL,10,Pig,2013,yes,no,no,no,no,no,no,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,yes,yes,no,no,no
635_11B,7,11,RCUK_UK,NON-CLINICAL,15,Pig,2013,no,no,no,no,no,no,no,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no
635_3A,8,13,RCUK_UK,NON-CLINICAL,16,Pig,2013,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
635_6B,8,13,RCUK_UK,NON-CLINICAL,16,Pig,2013,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
635_6C,7,11,RCUK_UK,NON-CLINICAL,15,Pig,2013,no,no,no,no,no,no,no,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no
635_8C,8,13,RCUK_UK,NON-CLINICAL,16,Pig,2013,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
635_9A,5,21,RCUK_UK,NON-CLINICAL,NA,Pig,2013,no,no,no,no,no,no,no,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,yes,no,no,no,no
635_9C,6,10,RCUK_UK,NON-CLINICAL,15,Pig,2013,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
684_10A,6,9,RCUK_UK,NON-CLINICAL,5,Pig,2013,yes,no,no,no,no,no,no,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,yes,no,no,no,no
684_11B,6,10,RCUK_UK,NON-CLINICAL,28,Pig,2013,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no
684_11C,17,8,RCUK_UK,NON-CLINICAL,25,Pig,2013,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no
684_12A,17,8,RCUK_UK,NON-CLINICAL,25,Pig,2013,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no
684_12B,8,13,RCUK_UK,NON-CLINICAL,16,Pig,2013,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
684_12C,6,9,RCUK_UK,NON-CLINICAL,NA,Pig,2013,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no
684_13A,8,13,RCUK_UK,NON-CLINICAL,16,Pig,2013,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
684_13C,8,13,RCUK_UK,NON-CLINICAL,16,Pig,2013,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
684_14B,12,8,RCUK_UK,NON-CLINICAL,9,Pig,2013,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no
684_14C,12,8,RCUK_UK,NON-CLINICAL,9,Pig,2013,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no
684_16A,6,9,RCUK_UK,NON-CLINICAL,9,Pig,2013,no,no,no,no,no,no,no,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,yes,yes,no,no,no
684_17C,6,10,RCUK_UK,NON-CLINICAL,15,Pig,2013,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no
684_18B,5,21,RCUK_UK,NON-CLINICAL,NA,Pig,2013,no,no,no,no,no,no,no,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,yes,yes,no,no,yes
684_18C,5,21,RCUK_UK,NON-CLINICAL,NA,Pig,2013,no,no,no,no,no,no,no,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,yes,yes,no,no,no
684_19B,6,10,RCUK_UK,NON-CLINICAL,30,Pig,2013,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
684_1B,6,9,RCUK_UK,NON-CLINICAL,8,Pig,2013,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,yes,yes,no,no,no
684_20A,8,13,RCUK_UK,NON-CLINICAL,16,Pig,2013,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no
684_20C,12,8,RCUK_UK,NON-CLINICAL,9,Pig,2013,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no
684_21A,11,8,RCUK_UK,NON-CLINICAL,16,Pig,2013,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
684_21B,5,21,RCUK_UK,NON-CLINICAL,NA,Pig,2013,yes,no,no,no,no,no,no,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,yes,no,no,no,yes
684_21C,11,8,RCUK_UK,NON-CLINICAL,16,Pig,2013,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
684_24C,5,21,RCUK_UK,NON-CLINICAL,NA,Pig,2013,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,yes,no,no,no,yes
684_25C,6,10,RCUK_UK,NON-CLINICAL,15,Pig,2013,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,yes,no,no,no,no
684_2A,17,8,RCUK_UK,NON-CLINICAL,25,Pig,2013,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no
684_3A,7,11,RCUK_UK,NON-CLINICAL,15,Pig,2013,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no
684_3B,5,21,RCUK_UK,NON-CLINICAL,NA,Pig,2013,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,yes,no,no,no,yes
684_3C,6,10,RCUK_UK,NON-CLINICAL,28,Pig,2013,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no
684_4A,8,13,RCUK_UK,NON-CLINICAL,16,Pig,2013,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
684_5A,8,13,RCUK_UK,NON-CLINICAL,16,Pig,2013,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
684_5B,6,10,RCUK_UK,NON-CLINICAL,28,Pig,2013,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no
684_6A,6,10,RCUK_UK,NON-CLINICAL,15,Pig,2013,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
684_6B,8,13,RCUK_UK,NON-CLINICAL,16,Pig,2013,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
684_6C,12,8,RCUK_UK,NON-CLINICAL,9,Pig,2013,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no
684_7A,17,8,RCUK_UK,NON-CLINICAL,25,Pig,2013,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no
684_7C,17,8,RCUK_UK,NON-CLINICAL,25,Pig,2013,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no
684_8A,8,13,RCUK_UK,NON-CLINICAL,16,Pig,2013,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
684_8C,8,13,RCUK_UK,NON-CLINICAL,16,Pig,2013,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
684_9B,12,8,RCUK_UK,NON-CLINICAL,9,Pig,2013,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no
714_14B,6,10,RCUK_UK,NON-CLINICAL,28,Pig,2014,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no
714_15A,24,28,RCUK_UK,NON-CLINICAL,7,Pig,2014,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no
714_19B,5,21,RCUK_UK,NON-CLINICAL,NA,Pig,2014,yes,no,no,no,no,no,no,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,yes,yes,no,no,no
714_3A,5,21,RCUK_UK,NON-CLINICAL,NA,Pig,2014,yes,no,no,no,no,no,no,yes,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,yes,yes,no,no,no
714_7B,5,21,RCUK_UK,NON-CLINICAL,NA,Pig,2014,yes,no,no,no,no,no,no,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,yes,no,no,yes,no,no,no,yes
784_10A,5,21,RCUK_UK,NON-CLINICAL,NA,Pig,2013,yes,no,no,no,no,no,no,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,yes,no,no,yes,yes,no,no,yes
784_10B,13,8,RCUK_UK,NON-CLINICAL,6,Pig,2013,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
784_15B,5,21,RCUK_UK,NON-CLINICAL,NA,Pig,2013,yes,no,no,no,no,no,no,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,yes,no,no,yes,yes,no,no,yes
784_16B,5,21,RCUK_UK,NON-CLINICAL,NA,Pig,2013,yes,no,no,no,no,no,no,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,yes,no,no,yes,yes,no,no,no
784_17C,5,21,RCUK_UK,NON-CLINICAL,NA,Pig,2013,yes,no,no,no,no,no,no,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,yes,no,no,yes,yes,no,no,yes
784_18C,6,9,RCUK_UK,NON-CLINICAL,31,Pig,2013,no,no,no,no,no,no,no,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,yes,yes,no,no,yes
784_20A,13,8,RCUK_UK,NON-CLINICAL,6,Pig,2013,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
784_21A,7,11,RCUK_UK,NON-CLINICAL,NA,Pig,2013,yes,no,no,no,no,no,no,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
784_23B,5,21,RCUK_UK,NON-CLINICAL,21,Pig,2013,yes,no,no,no,no,no,no,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,yes,no,no,no,no
784_23C,9,8,RCUK_UK,NON-CLINICAL,NA,Pig,2013,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no
784_2C,13,8,RCUK_UK,NON-CLINICAL,6,Pig,2013,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
784_3A,6,10,RCUK_UK,NON-CLINICAL,NA,Pig,2013,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,yes,no,no,no,no
784_5C,11,8,RCUK_UK,NON-CLINICAL,16,Pig,2013,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
784_6A,7,14,RCUK_UK,NON-CLINICAL,31,Pig,2013,yes,no,no,no,no,no,no,yes,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,yes,no,no,no,no
784_7A,9,13,RCUK_UK,NON-CLINICAL,16,Pig,2013,yes,no,no,no,no,no,no,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
784_7B,6,9,RCUK_UK,NON-CLINICAL,9,Pig,2013,yes,no,no,no,no,no,no,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,yes,yes,no,no,no
784_8B,11,8,RCUK_UK,NON-CLINICAL,16,Pig,2013,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
784_9A,12,8,RCUK_UK,NON-CLINICAL,9,Pig,2013,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
876_15B,12,8,RCUK_UK,NON-CLINICAL,9,Pig,2013,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no
876_15C,12,8,RCUK_UK,NON-CLINICAL,9,Pig,2013,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no
876_19A,6,9,RCUK_UK,NON-CLINICAL,8,Pig,2013,no,no,no,no,no,no,no,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,yes,yes,no,no,no
876_1A,6,10,RCUK_UK,NON-CLINICAL,15,Pig,2013,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no
876_20A,12,8,RCUK_UK,NON-CLINICAL,9,Pig,2013,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no
876_21B,6,10,RCUK_UK,NON-CLINICAL,30,Pig,2013,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
876_2A,12,8,RCUK_UK,NON-CLINICAL,9,Pig,2013,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no
876_3B,5,21,RCUK_UK,NON-CLINICAL,29,Pig,2013,yes,no,no,no,no,no,no,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,yes,no,no,no,no
