LABID,BAPS2_1092,NewBaps,Genome.Set,Pathogen,Serotype.x,Source,Year,ErmB,ErmG,ErmT,linB,lnuB,lnuC,lsaE,vgaLC,mefA,mel,parC,tet44,tetM,tetO,tetW,tet40,tetL,tetOW32O,ANT4Ib,ANT6Ia,ANT6Ib,ANT6Ib1,ANT9Ia,APH3IIIa,ANT1,aadE1,aadE2,dfr:1,dfr:2,dfrF,dfrK,folP,cat1,blaZ,pbp2B,pbp2X:1,pbp2X:2,pbp2X:3,mraY
91_178_2215,6,29,Canada,UNKNOWN,4 + 8,Pig,1991,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
91_178_2469,22,25,Canada,RESP,3,Pig,1991,yes,no,no,no,no,no,no,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
92_1130,6,10,Canada,SYS-BRAIN,1,Pig,1992,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
92_2402_1119,1,1,Canada,RESP,NA,Pig,1992,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
93_1320,2,1,Canada,UNKNOWN,5,Pig,1993,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
93_2042_4514,2,1,Canada,RESP,NA,Pig,1993,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
94_1713,12,8,Canada,SYS-OTHER,11,Pig,1994,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no
94_2571,6,10,Canada,SYS-BRAIN,12,Pig,1994,yes,no,no,no,no,no,no,yes,no,no,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,yes,yes,no,no,yes
94_3370_6480,6,12,Canada,UNKNOWN,NA,Pig,1994,yes,no,no,yes,no,no,yes,yes,no,no,no,no,no,yes,no,no,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,yes
94_8576_4887,23,25,Canada,RESP,14,Pig,1994,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
99_C561_8614_2,1,1,Canada,SYS-BRAIN,23,Pig,1999,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
BE4B3_2A,2,1,Canada,NON-CLINICAL,23,Pig,2016,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
BE4B3_4A,16,NA,Canada,NON-CLINICAL,16,Pig,2016,no,no,no,yes,no,no,yes,no,no,no,no,no,no,yes,no,no,no,no,no,yes,no,no,yes,yes,no,no,no,yes,yes,no,no,no,no,no,yes,yes,no,no,yes
BE4B3_4B,16,NA,Canada,NON-CLINICAL,16,Pig,2016,no,no,no,yes,no,no,yes,no,no,no,no,no,no,yes,no,no,no,no,no,yes,no,no,yes,yes,no,no,no,yes,yes,no,no,no,no,no,yes,yes,no,yes,no
CF2D3_1C,31,NA,Canada,NON-CLINICAL,28,Pig,2016,yes,no,no,no,no,no,no,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,yes,yes,no,no,no,no,no,yes,yes,no,no,no
CF2D3_2C,31,NA,Canada,NON-CLINICAL,28,Pig,2016,yes,no,no,no,no,no,no,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,yes,yes,no,no,no,no,no,yes,yes,no,no,yes
CF2D3_2D,7,11,Canada,NON-CLINICAL,30,Pig,2016,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
CF2D3_2E,1,1,Canada,NON-CLINICAL,5,Pig,2016,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
CF2D3_4A,1,1,Canada,NON-CLINICAL,5,Pig,2016,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
CF2D3_4B,6,9,Canada,NON-CLINICAL,NA,Pig,2016,yes,no,no,yes,no,no,yes,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,yes,yes,no,no,yes
CF2D3_4C,6,9,Canada,NON-CLINICAL,NA,Pig,2016,yes,no,no,yes,no,no,yes,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,yes,yes,no,no,no
CF2D3_4D,6,9,Canada,NON-CLINICAL,NA,Pig,2016,yes,no,no,yes,no,no,yes,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,yes,yes,no,no,yes
CG3S3_2A,5,21,Canada,NON-CLINICAL,29,Pig,2016,yes,no,no,no,no,no,no,yes,no,no,no,no,no,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,yes,yes,no,no,no,no,no,yes,no,no,no,no
CG3S3_2B,5,21,Canada,NON-CLINICAL,29,Pig,2016,yes,no,no,no,no,no,no,yes,no,no,no,no,no,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,yes,yes,no,no,no,no,no,yes,no,no,no,no
D15_036307,23,25,Canada,UNKNOWN,1/2,Pig,NA,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
D15_036308,2,1,Canada,UNKNOWN,23,Pig,NA,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
D15_036753,2,1,Canada,UNKNOWN,3,Pig,NA,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
D15_036755,23,26,Canada,UNKNOWN,NA,Pig,NA,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
D15_037100,2,1,Canada,UNKNOWN,23,Pig,NA,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
D15_037104,23,26,Canada,UNKNOWN,1/2,Pig,NA,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
D15_049776,12,8,Canada,UNKNOWN,9,Pig,NA,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
D15_049887,23,26,Canada,UNKNOWN,1/2,Pig,NA,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
D15_055799,23,26,Canada,UNKNOWN,1/2,Pig,NA,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
D15_061569,6,9,Canada,UNKNOWN,31,Pig,NA,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,yes,yes,no,no,yes
D16_009258,5,21,Canada,UNKNOWN,NA,Pig,NA,yes,no,no,no,no,no,no,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,yes
D16_010263,23,26,Canada,UNKNOWN,1/2,Pig,NA,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
D16_010378,2,1,Canada,UNKNOWN,4,Pig,NA,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
D16_017871,12,8,Canada,UNKNOWN,NA,Pig,NA,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
DB1V3_4A,6,7,Canada,NON-CLINICAL,4,Pig,2016,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
EJ2T3_1A,32,5,Canada,NON-CLINICAL,NA,Pig,2016,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
EJ2T3_1B,32,5,Canada,NON-CLINICAL,NA,Pig,2016,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
EJ2T3_2A,32,5,Canada,NON-CLINICAL,7,Pig,2016,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
EJ2T3_2B,32,5,Canada,NON-CLINICAL,NA,Pig,2016,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
EJ2T3_2C,32,5,Canada,NON-CLINICAL,NA,Pig,2016,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
EJ2T3_2D,32,5,Canada,NON-CLINICAL,NA,Pig,2016,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
EJ2T3_2E,32,5,Canada,NON-CLINICAL,NA,Pig,2016,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
EJ2T3_3B,6,10,Canada,NON-CLINICAL,15,Pig,2016,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no
MA4T3_1A,6,9,Canada,NON-CLINICAL,NA,Pig,2016,no,no,no,no,no,no,no,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no
MA4T3_1B,6,9,Canada,NON-CLINICAL,31,Pig,2016,no,no,no,no,no,no,no,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no
MA4T3_2B,32,5,Canada,NON-CLINICAL,8,Pig,2016,yes,no,no,yes,no,no,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
MA4T3_3A,23,26,Canada,NON-CLINICAL,1/2,Pig,2016,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
MA4T3_3B,23,25,Canada,NON-CLINICAL,1/2,Pig,2016,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
MA4T3_3C,6,9,Canada,NON-CLINICAL,31,Pig,2016,no,no,no,no,no,no,no,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no
MA4T3_4A,7,14,Canada,NON-CLINICAL,5,Pig,2016,yes,no,no,no,no,no,no,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,yes,yes,no,no,yes
MA4T3_4B,7,14,Canada,NON-CLINICAL,NA,Pig,2016,yes,no,no,no,no,no,no,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,yes,yes,no,no,yes
MA4T3_4C,2,1,Canada,NON-CLINICAL,4,Pig,2016,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
MA4T3_4D,7,14,Canada,NON-CLINICAL,NA,Pig,2016,yes,no,no,no,no,no,no,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,yes,yes,no,no,yes
ME1D3_3A,7,14,Canada,NON-CLINICAL,31,Pig,2016,yes,no,no,no,no,no,no,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no
MY1C3_1A,23,25,Canada,NON-CLINICAL,1/2,Pig,2016,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
MY1C3_2B,2,1,Canada,NON-CLINICAL,3,Pig,2016,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
MY1C3_2C,2,1,Canada,NON-CLINICAL,3,Pig,2016,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
MY1C3_3B,2,1,Canada,NON-CLINICAL,3,Pig,2016,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
MY1C3_3C,2,1,Canada,NON-CLINICAL,4,Pig,2016,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
MZ1B3_4A,23,25,Canada,NON-CLINICAL,14,Pig,2016,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
MZ1B3_4B,23,26,Canada,NON-CLINICAL,14,Pig,2016,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
MZ1B3_4C,23,25,Canada,NON-CLINICAL,14,Pig,2016,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
MZ1B3_4D,23,25,Canada,NON-CLINICAL,14,Pig,2016,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
MZ1B3_4E,23,25,Canada,NON-CLINICAL,14,Pig,2016,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
NH1E3_10A,6,29,Canada,NON-CLINICAL,NA,Pig,2016,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
NH1E3_10B,6,29,Canada,NON-CLINICAL,NA,Pig,2016,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
NH1E3_9A,5,21,Canada,NON-CLINICAL,NA,Pig,2016,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,yes,no,no,no,yes,no,no,no,no,no,no,yes,yes,no,no,no
NH1E3_9C,5,21,Canada,NON-CLINICAL,NA,Pig,2016,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,yes,no,no,no,yes,no,no,no,no,no,no,yes,yes,no,no,no
NH1E3_9D,5,21,Canada,NON-CLINICAL,NA,Pig,2016,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,yes,no,no,no,yes,no,no,no,no,no,no,yes,yes,no,no,no
P83_3336,16,NA,Canada,SYS-BRAIN,16,Pig,1983,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,yes
LOLA_SS001,18,4,Lola_UK,SYS-BRAIN,2,Pig,2010,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no
LOLA_SS002,19,4,Lola_UK,SYS-OTHER,1,Pig,2010,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
LOLA_SS003,18,4,Lola_UK,SYS-OTHER,1,Pig,2010,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no
LOLA_SS004,22,24,Lola_UK,RESP,3,Pig,2010,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no
LOLA_SS005,32,5,Lola_UK,SYS-BRAIN,3,Pig,2010,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
LOLA_SS006,22,24,Lola_UK,RESP,4,Pig,2010,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
LOLA_SS008,24,29,Lola_UK,SYS-OTHER,7,Pig,2010,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no
LOLA_SS009,24,28,Lola_UK,SYS-BRAIN,7,Pig,2010,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
LOLA_SS010,18,4,Lola_UK,SYS-OTHER,14,Pig,2010,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
LOLA_SS011,18,4,Lola_UK,SYS-BRAIN,14,Pig,2010,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
LSS1,21,26,Lola_UK,NON-CLINICAL,2,Pig,2010,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
LSS10,6,9,Lola_UK,UNKNOWN,NA,Pig,2010,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,yes,no,no,no,no
LSS100,6,10,Lola_UK,UNKNOWN,15,Pig,2011,yes,no,no,no,no,no,no,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
LSS11,6,9,Lola_UK,NON-CLINICAL,31,Pig,2011,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no
LSS13,9,13,Lola_UK,RESP,16,Pig,2009,yes,no,no,yes,no,no,yes,no,no,no,no,no,no,yes,no,no,no,no,no,yes,no,no,yes,yes,no,no,no,no,yes,no,no,no,no,no,yes,yes,no,no,yes
LSS18,11,8,Lola_UK,NON-CLINICAL,16,Pig,2010,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
LSS2,6,10,Lola_UK,UNKNOWN-SYS_DISEASE,15,Pig,2010,yes,no,no,no,no,no,no,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
LSS20,34,5,Lola_UK,NON-CLINICAL,4,Pig,2010,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no
LSS21,18,4,Lola_UK,UNKNOWN-SYS_DISEASE,2,Pig,2011,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
LSS22,18,4,Lola_UK,UNKNOWN-SYS_DISEASE,2,Pig,2011,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
LSS23,5,21,Lola_UK,NON-CLINICAL,24,Pig,2011,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,yes,yes,no,no,no
LSS24,21,26,Lola_UK,UNKNOWN-SYS_DISEASE,1/2,Pig,2011,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
LSS25,21,25,Lola_UK,NON-CLINICAL,1/2,Pig,2011,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
LSS26,21,26,Lola_UK,UNKNOWN-SYS_DISEASE,1/2,Pig,2011,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
LSS27,6,9,Lola_UK,NON-CLINICAL,10,Pig,2011,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no
LSS28,18,4,Lola_UK,UNKNOWN,2,Pig,2011,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
LSS29,21,25,Lola_UK,UNKNOWN-SYS_DISEASE,1/2,Pig,2011,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
LSS3,21,25,Lola_UK,NON-CLINICAL,1/2,Pig,2010,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
LSS30,6,9,Lola_UK,NON-CLINICAL,31,Pig,2011,yes,no,no,no,no,no,no,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,yes,yes,no,no,no
LSS31,6,9,Lola_UK,NON-CLINICAL,24,Pig,2011,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no
LSS32,5,21,Lola_UK,NON-CLINICAL,24,Pig,2011,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,yes,yes,no,no,no
LSS33,6,9,Lola_UK,UNKNOWN-SYS_DISEASE,4,Pig,2011,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no
LSS34,34,5,Lola_UK,NON-CLINICAL,8,Pig,2011,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
LSS35,18,4,Lola_UK,UNKNOWN-SYS_DISEASE,2,Pig,2011,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no
LSS36,5,21,Lola_UK,UNKNOWN-SYS_DISEASE,NA,Pig,2011,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,yes,no,no,no,no
LSS37,6,9,Lola_UK,NON-CLINICAL,24,Pig,2011,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,yes,no,no,no,no
LSS4,18,4,Lola_UK,UNKNOWN,2,Pig,2010,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no
LSS40,13,8,Lola_UK,NON-CLINICAL,6,Pig,2011,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
LSS42,9,13,Lola_UK,NON-CLINICAL,16,Pig,2011,no,no,no,no,no,no,no,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no
LSS44,7,11,Lola_UK,NON-CLINICAL,15,Pig,2011,no,no,no,no,no,no,no,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no
LSS47,11,8,Lola_UK,NON-CLINICAL,16,Pig,2011,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
LSS48,6,9,Lola_UK,NON-CLINICAL,31,Pig,2011,no,no,no,no,no,no,no,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,yes,no,no,no,no
LSS49,6,9,Lola_UK,NON-CLINICAL,NA,Pig,2011,no,no,no,no,no,no,no,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,yes,yes,no,no,no
