"LABID","PT","Penicillin","Amoxicillin","Meropenem","Cefotaxime","Ceftriaxone","Cefuroxime"
"20153311","0-6-2",0.03,0.03,0.06,0.06,0.5,0.5
"20153265","0-80-17",0.03,0.03,0.06,0.06,0.5,0.5
"2009218203","1-0-0",0.03,0.03,0.06,0.06,0.5,0.5
"2009215888","1-0-0",0.03,0.03,0.06,0.06,0.5,0.5
"2009217734","1-0-0",0.03,0.03,0.06,0.06,0.5,0.5
"20154357","1-0-0",0.03,0.03,0.06,0.06,0.5,0.5
"20152129","1-0-0",0.03,0.03,0.06,0.06,0.5,0.5
"2009214014","1-0-0",0.03,0.03,0.06,0.06,0.5,0.5
"20154336","1-0-0",0.03,0.03,0.06,0.06,0.5,0.5
"2013208489","1-0-0",0.03,0.03,0.06,0.06,0.5,0.5
"20153006","1-0-0",0.03,0.03,0.06,0.06,0.5,0.5
"20152132","1-0-0",0.03,0.03,0.06,0.06,0.5,0.5
"2014202503","1-0-0",0.03,0.03,0.06,0.06,0.5,0.5
"20154353","1-0-0",0.03,0.03,0.06,0.06,0.5,0.5
"20154242","1-0-0",0.03,0.03,0.06,0.06,0.5,0.5
"20153409","1-0-0",0.03,0.03,0.06,0.06,0.5,0.5
"20153262","1-0-0",0.03,0.03,0.06,0.06,0.5,0.5
"20154675","1-0-0",0.03,0.03,0.06,0.06,0.5,0.5
"20151520","1-0-0",0.03,0.03,0.06,0.06,0.5,0.5
"20152682","1-0-0",0.03,0.03,0.06,0.06,0.5,0.5
"2013202621","1-0-0",0.03,0.03,0.06,0.06,0.5,0.5
"20152275","1-0-0",0.03,0.03,0.06,0.06,0.5,0.5
"20152906","1-0-0",0.03,0.03,0.06,0.06,0.5,0.5
"2013212244","1-0-0",0.03,0.03,0.06,0.06,0.5,0.5
"20152224","1-0-0",0.03,0.03,0.06,0.06,0.5,0.5
"20152206","1-0-0",0.03,0.03,0.06,0.06,0.5,0.5
"20151897","1-0-0",0.03,0.03,0.06,0.06,0.5,0.5
"2012218039","1-0-0",0.03,0.03,0.06,0.06,0.5,0.5
"20153190","1-0-0",0.03,0.03,0.06,0.06,0.5,0.5
"2012214443","1-0-0",0.03,0.03,0.06,0.06,0.5,0.5
"2013216695","1-0-0",0.03,0.03,0.06,0.06,0.5,0.5
"20154285","1-0-0",0.03,0.03,0.06,0.06,0.5,0.5
"20152220","1-0-0",0.03,0.06,0.06,0.06,0.5,0.5
"20154511","1-0-0",0.03,0.03,0.06,0.06,0.5,0.5
"20152816","1-0-0",0.03,0.03,0.06,0.06,0.5,0.5
"20151638","1-0-0",0.03,0.03,0.06,0.06,0.5,0.5
"20152679","1-0-0",0.03,0.03,0.06,0.06,0.5,0.5
"2012224892","1-0-0",0.03,0.03,0.06,0.06,0.5,0.5
"20153445","1-0-0",0.03,0.03,0.06,0.06,0.5,0.5
"2013211441","1-0-0",0.03,0.03,0.06,0.06,0.5,0.5
"20152250","1-0-0",0.03,0.03,0.06,0.06,0.5,0.5
"20152999","1-0-0",0.03,0.03,0.06,0.06,0.5,0.5
"2009212611","1-0-0",0.03,0.03,0.06,0.06,0.5,0.5
"20153002","1-0-0",0.03,0.03,0.06,0.06,0.5,0.5
"2013224917","1-0-0",0.03,0.03,0.06,0.06,0.5,0.5
"2008227074","1-0-0",0.03,0.03,0.06,0.06,0.5,2
"2012214932","1-0-0",0.03,0.03,0.06,0.06,0.5,0.5
"2014203083","1-0-0",0.03,0.03,0.06,0.06,0.5,0.5
"20153129","1-0-0",0.03,0.03,0.06,0.06,0.5,0.5
"20154571","1-0-0",0.03,0.03,0.06,0.06,0.5,0.5
"2012219771","1-0-0",0.03,0.03,0.06,0.06,0.5,0.5
"2014200696","1-0-0",0.03,0.03,0.06,0.06,0.5,0.5
"20152949","1-0-0",0.03,0.03,0.06,0.06,0.5,0.5
"2013206378","1-0-0",0.03,0.03,0.06,0.06,0.5,0.5
"2010208441","1-0-11",0.03,0.03,0.06,0.06,0.5,0.5
"20154666","1-0-129",0.12,0.03,0.06,0.12,0.5,0.5
"2009214100","1-0-2",0.03,0.03,0.06,0.06,0.5,0.5
"3860-06","1-0-6",0.03,0.03,0.06,0.06,0.5,0.5
"2013201223","1-0-6",0.03,0.03,0.06,0.06,0.5,0.5
"2010210016","1-0-66",0.03,0.03,0.06,0.06,0.5,0.5
"20152707","1-10-2",0.03,0.03,0.06,0.06,0.5,0.5
"20153258","1-2-137",0.03,0.03,0.06,0.25,0.5,1
"2009218336","1-2-137",0.03,0.03,0.06,0.12,0.5,0.5
"2012218222","1-2-2",0.03,0.03,0.06,0.06,0.5,0.5
"2013209049","1-2-2",0.03,0.03,0.06,0.06,0.5,0.5
"20154467","1-2-2",0.03,0.03,0.06,0.06,0.5,0.5
"2010220284","1-2-2",0.03,0.03,0.06,0.06,0.5,0.5
"2010216272","1-2-2",0.03,0.03,0.06,0.06,0.5,0.5
"20153219","1-2-2",0.03,0.03,0.06,0.06,0.5,0.5
"20152641","1-2-2",0.03,0.03,0.06,0.06,0.5,0.5
"20154358","1-2-2",0.03,0.03,0.06,0.06,0.5,0.5
"2009212732","1-2-2",0.03,0.03,0.06,0.06,0.5,0.5
"20153282","1-2-2",0.03,0.03,0.06,0.06,0.5,0.5
"2010200703","1-2-2",0.03,0.03,0.06,0.06,0.5,0.5
"2013219866","1-2-2",0.03,0.03,0.06,0.06,0.5,0.5
"2009217716","1-2-2",0.03,0.03,0.06,0.06,0.5,0.5
"20154517","1-2-2",0.03,0.03,0.06,0.06,0.5,0.5
"2012224867","1-2-2",0.03,0.03,0.06,0.06,0.5,0.5
"2013206197","1-2-2",0.03,0.03,0.06,0.06,0.5,0.5
"2012218190","1-2-2",0.03,0.03,0.06,0.06,0.5,0.5
"2012213285","1-2-2",0.03,0.03,0.06,0.06,0.5,0.5
"20152958","1-2-2",0.03,0.03,0.06,0.06,0.5,0.5
"20154769","1-2-2",0.03,0.03,0.06,0.06,0.5,0.5
"20154579","1-2-2",0.03,0.03,0.06,0.06,0.5,0.5
"2009210878","1-2-2",0.03,0.03,0.06,0.06,0.5,0.5
"20153033","1-2-2",0.03,0.03,0.06,0.06,0.5,0.5
"20153007","1-2-2",0.03,0.03,0.06,0.06,0.5,0.5
"2013215796","1-2-2",0.03,0.03,0.06,0.06,0.5,0.5
"20154356","1-2-2",0.03,0.03,0.06,0.06,0.5,0.5
"2014201462","1-2-2",0.03,0.03,0.06,0.06,0.5,0.5
"20152887","1-2-2",0.03,0.03,0.06,0.06,0.5,0.5
"2012216040","1-2-2",0.03,0.03,0.06,0.06,0.5,0.5
"20151621","1-2-2",0.03,0.03,0.06,0.06,0.5,0.5
"2012218130","1-2-2",0.03,0.03,0.06,0.06,0.5,0.5
"2014202195","1-2-2",0.03,0.03,0.06,0.06,0.5,0.5
"2012224843","1-2-2",0.03,0.03,0.06,0.06,0.5,0.5
"20153213","1-2-2",0.03,0.03,0.06,0.06,0.5,0.5
"20153529","1-2-2",0.03,0.03,0.06,0.06,0.5,0.5
"2010200669","1-2-2",0.03,0.03,0.06,0.06,0.5,0.5
"2010216243","1-2-2",0.03,0.03,0.06,0.06,0.5,0.5
"2009218231","1-2-2",0.03,0.03,0.06,0.06,0.5,0.5
"20153126","1-2-2",0.03,0.03,0.06,0.06,0.5,0.5
"20154573","1-2-2",0.03,0.03,0.06,0.06,0.5,0.5
"20154501","1-2-2",0.03,0.03,0.06,0.06,0.5,0.5
"2013211724","1-2-2",0.03,0.03,0.06,0.06,0.5,0.5
"20152274","1-2-2",0.03,0.03,0.06,0.06,0.5,0.5
"2014201481","1-2-2",0.03,0.03,0.06,0.06,0.5,0.5
"20154463","1-2-2",0.03,0.03,0.06,0.06,0.5,0.5
"2010208449","1-2-2",0.03,0.03,0.06,0.06,0.5,0.5
"20152633","1-2-2",0.03,0.03,0.06,0.06,0.5,0.5
"20154273","1-2-2",0.03,0.03,0.06,0.06,0.5,0.5
"20153211","1-2-2",0.03,0.03,0.06,0.06,0.5,0.5
"2013211433","1-2-2",0.03,0.03,0.06,0.06,0.5,0.5
"2013214876","1-2-2",0.03,0.03,0.06,0.06,0.5,0.5
"20153019","1-2-2",0.03,0.03,0.06,0.06,0.5,0.5
"2014203844","1-2-2",0.03,0.03,0.06,0.06,0.5,0.5
"20153273","1-2-2",0.03,0.03,0.06,0.06,0.5,0.5
"20152813","1-2-2",0.03,0.03,0.06,0.06,0.5,0.5
"2009214002","1-2-2",0.03,0.03,0.06,0.06,0.5,0.5
"20153131","1-2-2",0.03,0.03,0.06,0.06,0.5,0.5
"2013210858","1-2-2",0.03,0.03,0.06,0.06,0.5,0.5
"20154327","1-2-2",0.03,0.03,0.06,0.06,0.5,0.5
"20151631","1-2-2",0.03,0.03,0.06,0.06,0.5,0.5
"2014200767","1-2-2",0.03,0.03,0.06,0.06,0.5,0.5
"20153018","1-2-2",0.03,0.03,0.06,0.06,0.5,0.5
"20154498","1-2-2",0.03,0.03,0.06,0.06,0.5,0.5
"20154265","1-2-2",0.03,0.03,0.06,0.06,0.5,0.5
"2012215791","1-2-2",0.03,0.03,0.06,0.06,0.5,0.5
"2009209970","1-2-2",0.03,0.03,0.06,0.06,0.5,0.5
"2013209129","1-2-2",0.03,0.03,0.06,0.06,0.5,0.5
"2013202641","1-2-2",0.03,0.03,0.06,0.06,0.5,0.5
"20154267","1-2-2",0.03,0.03,0.06,0.06,0.5,0.5
"2010200701","1-2-2",0.03,0.03,0.06,0.06,0.5,0.5
"20152692","1-2-2",0.03,0.03,0.06,0.06,0.5,0.5
"2012209214","1-2-2",0.03,0.03,0.06,0.06,0.5,0.5
"2010200663","1-2-2",0.03,0.03,0.06,0.06,0.5,0.5
"2012218011","1-2-2",0.03,0.03,0.06,0.06,0.5,0.5
"20153182","1-2-2",0.03,0.03,0.06,0.06,0.5,0.5
"2009211267","1-2-2",0.03,0.03,0.06,0.06,0.5,0.5
"2014201418","1-2-2",0.03,0.03,0.06,0.06,0.5,0.5
"20154459","1-2-2",0.03,0.03,0.06,0.06,0.5,0.5
"20152811","1-2-2",0.03,0.03,0.06,0.06,0.5,0.5
"2012211937","1-2-2",0.03,0.03,0.06,0.06,0.5,0.5
"5309-05","1-2-2",0.03,0.03,0.06,0.06,0.5,0.5
"2012225708","1-2-2",0.03,0.03,0.06,0.06,0.5,0.5
"2009212848","1-2-2",0.03,0.03,0.06,0.06,0.5,0.5
"20153130","1-2-2",0.03,0.03,0.06,0.06,0.5,0.5
"2012220570","1-2-2",0.03,0.03,0.06,0.06,0.5,0.5
"2013217515","1-2-2",0.03,0.03,0.06,0.06,0.5,0.5
"20154342","1-2-2",0.03,0.03,0.06,0.06,0.5,0.5
"2012211509","1-2-2",0.03,0.03,0.06,0.06,0.5,0.5
"2013200976","1-2-2",0.03,0.03,0.06,0.06,0.5,0.5
"20152912","1-2-2",0.03,0.03,0.06,0.06,0.5,0.5
"2013220191","1-2-2",0.03,0.03,0.06,0.06,0.5,0.5
"2010205286","1-2-2",0.03,0.03,0.06,0.06,0.5,0.5
"20153039","1-2-2",0.03,0.03,0.06,0.06,0.5,0.5
"20153449","1-2-2",0.03,0.03,0.06,0.06,0.5,0.5
"2013221808","1-2-2",0.03,0.03,0.06,0.06,0.5,0.5
"2012214276","1-2-2",0.03,0.03,0.06,0.06,0.5,0.5
"2009212842","1-2-2",0.03,0.03,0.06,0.06,0.5,0.5
"2009215718","1-2-2",0.03,0.03,0.06,0.06,0.5,0.5
"2013210876","1-2-2",0.03,0.03,0.06,0.06,0.5,0.5
"20152654","1-2-2",0.03,0.03,0.06,0.06,0.5,0.5
"2012211517","1-2-2",0.03,0.03,0.06,0.06,0.5,0.5
"20154484","1-2-2",0.03,0.03,0.06,0.06,0.5,0.5
"20153194","1-2-2",0.03,0.03,0.06,0.06,0.5,0.5
"2012222455","1-2-2",0.03,0.03,0.06,0.06,0.5,0.5
"2013221591","1-2-2",0.03,0.03,0.06,0.06,0.5,0.5
"6779-05","1-2-2",0.03,0.03,0.06,0.06,0.5,0.5
"2009219217","1-2-2",0.03,0.03,0.06,0.06,0.5,0.5
"20154518","1-2-2",0.03,0.03,0.06,0.06,0.5,0.5
"2012222457","1-2-2",0.03,0.03,0.06,0.06,0.5,0.5
"20154462","1-2-2",0.03,0.03,0.06,0.06,0.5,0.5
"20153031","1-2-2",0.03,0.03,0.06,0.06,0.5,0.5
"20153239","1-2-2",0.03,0.03,0.06,0.06,0.5,0.5
"20154437","1-2-2",0.03,0.03,0.06,0.06,0.5,0.5
"2013202610","1-2-2",0.03,0.03,0.06,0.06,0.5,0.5
"2009210939","1-2-2",0.03,0.03,0.06,0.06,0.5,0.5
"2009216752","1-2-2",0.03,0.03,0.06,0.06,0.5,0.5
"20153176","1-2-2",0.03,0.03,0.06,0.06,0.5,0.5
"2012214499","1-2-2",0.03,0.03,0.06,0.06,0.5,0.5
"2010216317","1-2-2",0.03,0.03,0.06,0.06,0.5,0.5
"9173-04","1-2-2",0.03,0.03,0.06,0.06,0.5,0.5
"20152645","1-2-2",0.03,0.03,0.06,0.06,0.5,0.5
"2013212827","1-2-2",0.03,0.03,0.06,0.06,0.5,0.5
"2013211438","1-2-2",0.03,0.03,0.06,0.06,0.5,0.5
"20152627","1-2-2",0.03,0.03,0.06,0.06,0.5,0.5
"2009210924","1-2-2",0.03,0.03,0.06,0.06,0.5,0.5
"20152260","1-2-2",0.03,0.03,0.06,0.06,0.5,0.5
"20154470","1-2-2",0.03,0.03,0.06,0.06,0.5,0.5
"20154247","1-2-2",0.03,0.03,0.06,0.06,0.5,0.5
"20153250","1-2-2",0.03,0.03,0.06,0.06,0.5,0.5
"20154572","1-2-2",0.03,0.03,0.06,0.06,0.5,0.5
"20154496","1-2-2",0.03,0.03,0.06,0.06,0.5,0.5
"2013208536","1-2-2",0.03,0.03,0.06,0.06,0.5,0.5
"2013201713","1-2-2",0.03,0.03,0.06,0.06,0.5,0.5
"2013023421","1-2-2",0.03,0.03,0.06,0.06,0.5,0.5
"2009219983","1-2-2",0.03,0.03,0.06,0.06,0.5,0.5
"20152962","1-2-2",0.03,0.03,0.06,0.06,0.5,0.5
"2010223249","1-2-2",0.03,0.03,0.06,0.06,0.5,0.5
"2010200823","1-2-2",0.03,0.03,0.06,0.06,0.5,0.5
"20153038","1-2-2",0.03,0.03,0.06,0.06,0.5,0.5
"2012216037","1-2-2",0.03,0.03,0.06,0.06,0.5,0.5
"3850-07","1-2-2",0.03,0.03,0.06,0.06,0.5,0.5
"20154587","1-2-2",0.03,0.03,0.06,0.06,0.5,0.5
"20152222","1-2-2",0.03,0.03,0.06,0.06,0.5,0.5
"2013218100","1-2-2",0.03,0.03,0.06,0.06,0.5,0.5
"2008008731","1-2-2",0.03,0.03,0.06,0.06,0.5,0.5
"2009214077","1-2-2",0.03,0.03,0.06,0.06,0.5,0.5
"2013212957","1-2-2",0.03,0.03,0.06,0.06,0.5,0.5
"5567-04","1-2-2",0.03,0.03,0.06,0.06,0.5,0.5
"20154522","1-2-2",0.03,0.03,0.06,0.06,0.5,0.5
"2013214076","1-2-2",0.03,0.03,0.06,0.06,0.5,0.5
"2013221993","1-2-2",0.03,0.03,0.06,0.06,0.5,0.5
"2013217974","1-2-27",0.03,0.03,0.06,0.06,0.5,0.5
"20152832","1-2-27",0.03,0.03,0.06,0.06,0.5,0.5
"2013217175","1-2-27",0.03,0.03,0.06,0.06,0.5,0.5
"20154448","1-2-27",0.03,0.03,0.06,0.06,0.5,0.5
"20153200","1-2-3",0.03,0.03,0.06,0.06,0.5,0.5
"20152158","1-2-3",0.03,0.03,0.06,0.06,0.5,0.5
"2012222470","1-2-59",0.03,0.03,0.06,0.06,0.5,0.5
"20152903","1-2-59",0.03,0.03,0.06,0.06,0.5,0.5
"20152154","1-2-59",0.03,0.03,0.06,0.06,0.5,0.5
"20154454","1-2-59",0.03,0.03,0.06,0.06,0.5,0.5
"2012220624","1-2-59",0.03,0.03,0.06,0.06,0.5,0.5
"20153253","1-2-59",0.03,0.03,0.06,0.06,0.5,0.5
"2013209063","1-2-59",0.03,0.03,0.06,0.06,0.5,0.5
"2012218235","1-2-59",0.03,0.03,0.06,0.06,0.5,0.5
"4214-05","1-4-0",0.03,0.03,0.06,0.06,0.5,0.5
"20152905","1-4-129",0.12,0.03,0.06,0.12,0.5,0.5
"20152705","1-4-2",0.03,0.03,0.06,0.06,0.5,0.5
"20154446","1-4-2",0.03,0.03,0.06,0.06,0.5,0.5
"20152908","1-4-2",0.03,0.03,0.06,0.06,0.5,0.5
"2012218174","1-4-2",0.03,0.03,0.06,0.06,0.5,0.5
"20152632","1-4-2",0.03,0.03,0.06,0.06,0.5,0.5
"20151624","1-4-2",0.03,0.03,0.06,0.06,0.5,0.5
"20153468","1-4-2",0.03,0.03,0.06,0.06,0.5,0.5
"2009208012","1-4-2",0.03,0.03,0.06,0.06,0.5,0.5
"20154277","1-4-2",0.03,0.03,0.06,0.06,0.5,0.5
"20154259","1-4-2",0.03,0.03,0.06,0.06,0.5,0.5
"20153302","1-4-2",0.03,0.03,0.06,0.06,0.5,0.5
"2010200297","1-4-2",0.03,0.03,0.06,0.06,0.5,0.5
"20153136","1-4-2",0.03,0.03,0.06,0.06,0.5,0.5
"2010216301","1-4-2",0.03,0.03,0.06,0.06,0.5,0.5
"2012222487","1-4-2",0.03,0.03,0.06,0.06,0.5,0.5
"20153263","1-4-2",0.03,0.03,0.06,0.06,0.5,0.5
"20151619","1-4-2",0.03,0.03,0.06,0.06,0.5,0.5
"20153132","1-4-2",0.03,0.03,0.06,0.06,0.5,0.5
"20154256","1-4-2",0.03,0.03,0.06,0.06,0.5,0.5
"20153214","1-4-2",0.03,0.03,0.06,0.06,0.5,0.5
"20153013","1-4-2",0.03,0.03,0.06,0.06,0.5,0.5
"20153024","1-4-2",0.03,0.03,0.06,0.06,0.5,0.5
"20152711","1-4-2",0.03,0.03,0.06,0.06,0.5,0.5
"20152685","1-4-2",0.03,0.03,0.06,0.06,0.5,0.5
"20154444","1-4-2",0.03,0.03,0.06,0.06,0.5,0.5
"20153301","1-4-2",0.03,0.03,0.06,0.06,0.5,0.5
"20154371","1-4-2",0.03,0.03,0.06,0.06,0.5,0.5
"20151887","1-4-2",0.03,0.03,0.06,0.06,0.5,0.5
"20153202","1-4-2",0.03,0.03,0.06,0.06,0.5,0.5
"2012220326","1-4-2",0.03,0.03,0.06,0.06,0.5,0.5
"2010205309","1-4-2",0.03,0.03,0.06,0.06,0.5,0.5
"20152715","1-4-2",0.03,0.03,0.06,0.06,0.5,0.5
"2013207630","1-4-2",0.03,0.03,0.06,0.06,0.5,0.5
"20153009","1-4-2",0.03,0.03,0.06,0.06,0.5,0.5
"20154441","1-4-2",0.03,0.03,0.06,0.06,0.5,0.5
"20154254","1-4-2",0.03,0.03,0.06,0.06,0.5,0.5
"20153454","1-4-2",0.03,0.03,0.06,0.06,0.5,0.5
"20153285","1-4-2",0.03,0.03,0.06,0.06,0.5,0.5
"2012219822","1-4-2",0.03,0.03,0.06,0.06,0.5,0.5
"2009215629","1-4-21",0.03,0.03,0.06,0.06,0.5,0.5
"2011215108","1-4-21",0.06,0.03,0.06,0.06,0.5,0.5
"20151515","1-4-21",0.06,0.03,0.06,0.06,0.5,0.5
"2009214177","1-4-21",0.06,0.03,0.06,0.06,0.5,0.5
"2013212293","1-4-21",0.03,0.03,0.06,0.06,0.5,0.5
"2011207503","1-4-21",0.12,0.06,0.06,0.12,0.5,0.5
"20153428","1-44-2",0.03,0.03,0.06,0.06,0.5,0.5
"20151634","1-44-2",0.03,0.03,0.06,0.06,0.5,0.5
"20153402","1-44-2",0.03,0.03,0.06,0.06,0.5,0.5
"20153401","1-44-2",0.03,0.03,0.06,0.06,0.5,0.5
"20153291","1-44-2",0.03,0.03,0.06,0.06,0.5,0.5
"2014207479","1-6-0",0.03,0.03,0.06,0.06,0.5,0.5
"2009218397","1-70-66",0.03,0.03,0.06,0.06,0.5,0.5
"20153280","1-79-2",0.03,0.03,0.06,0.06,0.5,0.5
"20154524","1-88-2",0.03,0.03,0.06,0.06,0.5,0.5
"20151885","10-9-13",0.5,0.5,0.25,0.25,0.5,0.5
"20154509","10-9-13",0.5,0.5,0.25,0.25,0.5,0.5
"2009214152","11-0-0",0.03,0.03,0.06,0.06,0.5,0.5
"2009215846","11-0-0",0.12,0.06,0.06,0.06,0.5,0.5
"2014206986","11-0-0",0.03,0.03,0.06,0.06,0.5,0.5
"2013218174","11-0-0",0.03,0.03,0.06,0.06,0.5,0.5
"2014202149","11-0-0",0.03,0.03,0.06,0.06,0.5,0.5
"20154578","11-0-0",0.03,0.03,0.06,0.06,0.5,0.5
"2009214102","11-0-0",0.03,0.03,0.06,0.06,0.5,0.5
"4403-99","11-0-0",0.03,0.03,0.06,0.06,0.5,0.5
"20151886","11-0-0",0.03,0.03,0.06,0.06,0.5,0.5
"20152691","11-0-0",0.03,0.03,0.06,0.06,0.5,0.5
"20153304","11-0-0",0.03,0.03,0.06,0.06,0.5,0.5
"2010220141","11-0-0",0.03,0.03,0.06,0.06,0.5,0.5
"20153434","11-0-0",0.03,0.03,0.06,0.06,0.5,0.5
"2009211096","11-0-0",0.03,0.03,0.06,0.06,0.5,0.5
"20152248","11-0-0",0.03,0.03,0.06,0.06,0.5,0.5
"2009205598","11-0-0",0.03,0.03,0.06,0.06,0.5,0.5
"20154245","11-0-0",0.03,0.03,0.06,0.06,0.5,0.5
"2010216155","11-0-0",0.03,0.03,0.06,0.06,0.5,0.5
"6549-07","11-0-0",0.03,0.03,0.06,0.06,0.5,0.5
"2010201908","11-0-0",0.03,0.03,0.06,0.06,0.5,0.5
"20154328","11-0-0",0.03,0.03,0.06,0.06,0.5,0.5
"20153278","11-0-134",0.03,0.03,0.06,0.06,0.5,0.5
"2012218005","12-0-0",0.03,0.03,0.06,0.06,0.5,0.5
"20152192","12-0-0",0.03,0.03,0.06,0.06,0.5,0.5
"2012215656","12-0-0",0.03,0.03,0.06,0.06,0.5,0.5
"20153446","12-0-0",0.03,0.03,0.06,0.06,0.5,0.5
"2010200662","12-0-0",0.03,0.03,0.06,0.06,0.5,0.5
"20153135","12-0-0",0.03,0.03,0.06,0.06,0.5,0.5
"20153426","12-0-0",0.03,0.03,0.06,0.06,0.5,0.5
"20153290","12-0-0",0.03,0.03,0.06,0.06,0.5,0.5
"20153036","12-0-0",0.03,0.03,0.06,0.06,0.5,0.5
"2012212039","12-0-0",0.03,0.03,0.06,0.06,0.5,0.5
"20152242","12-0-0",0.03,0.03,0.06,0.06,0.5,0.5
"20152716","12-0-0",0.03,0.03,0.06,0.06,0.5,1
"2013208476","12-0-0",0.03,0.03,0.06,0.06,0.5,0.5
"20154507","12-0-0",0.03,0.03,0.06,0.06,0.5,0.5
"2014210509","12-0-0",0.03,0.03,0.06,0.06,0.5,0.5
"20152254","12-0-0",0.03,0.03,0.06,0.06,0.5,0.5
"20153242","12-0-0",0.03,0.03,0.06,0.06,0.5,0.5
"20153309","12-0-0",0.03,0.03,0.06,0.06,0.5,0.5
"2010220243","12-0-0",0.03,0.03,0.06,0.06,0.5,0.5
"2013212863","12-0-0",0.03,0.03,0.06,0.06,0.5,0.5
"2013217514","12-0-15",0.03,0.03,0.06,0.06,0.5,0.5
"2013208721","12-0-2",0.03,0.03,0.06,0.06,0.5,0.5
"20153396","12-0-2",0.03,0.03,0.06,0.06,0.5,0.5
"20152882","12-0-3",0.03,0.03,0.06,0.06,0.5,0.5
"20153407","12-2-0",0.03,0.03,0.06,0.06,0.5,0.5
"20153408","12-2-0",0.03,0.03,0.06,0.06,0.5,0.5
"20153410","12-2-0",0.03,0.03,0.06,0.06,0.5,0.5
"20154512","12-4-3",0.03,0.03,0.06,0.06,0.5,0.5
"20153530","12-4-3",0.03,0.03,0.06,0.06,0.5,0.5
"2010202234","12-68-104",0.12,0.03,0.06,0.12,0.5,0.5
"2010200787","12-71-0",0.03,0.03,0.06,0.06,0.5,0.5
"20153411","12-82-2",0.03,0.03,0.06,0.06,0.5,0.5
"2012218031","13-11-118",4,8,1,1,1,4
"20152888","13-11-127",2,2,0.5,0.25,0.5,2
"2009202815","13-11-127",1,2,1,0.25,0.5,2
"3143-06","13-11-16",4,8,1,2,1,4
"2010216124","13-11-16",8,8,1,4,2,4
"2010203160","13-11-16",2,4,1,1,0.5,4
"2009210894","13-11-16",4,8,1,2,2,4
"2008004334","13-11-16",4,8,1,2,2,4
"2009209148","13-11-16",8,16,1,2,2,4
"2009214030","13-11-16",4,8,1,2,2,4
"2009214041","13-11-16",4,8,1,2,2,4
"20153856","13-11-16",2,1,0.5,0.5,1,4
"2013223617","13-11-16",4,8,1,2,2,4
"2010200704","13-11-16",4,8,1,1,1,4
"2010206730","13-11-16",2,4,1,1,1,4
"2009212151","13-11-16",4,8,1,2,1,4
"2010200814","13-11-16",8,8,1,2,2,4
"2009218018","13-11-16",8,16,1,2,2,4
"2012217544","13-11-16",4,8,1,1,1,4
"2009210864","13-11-16",4,8,1,2,2,4
"2012221326","13-11-16",4,8,1,2,2,4
"2013208500","13-11-16",4,16,2,2,2,4
"2009212157","13-11-16",4,8,1,2,2,4
"2009218395","13-11-16",4,4,1,1,1,4
"7992-06","13-11-16",4,8,1,2,1,4
"2009210885","13-11-16",4,8,1,2,2,4
"20152219","13-11-16",4,8,1,2,2,4
"2009215693","13-11-16",4,4,1,1,1,4
"2010200792","13-11-16",8,8,1,2,1,4
"20152214","13-11-16",4,8,1,1,1,4
"2012220439","13-11-16",4,8,1,2,2,4
"2012215002","13-11-16",4,8,1,2,1,4
"2010206361","13-11-16",4,8,1,2,2,4
"2014202560","13-11-16",4,8,1,1,1,4
"2012220607","13-11-16",8,8,1,2,2,4
"2013212937","13-11-16",8,16,1,2,2,4
"9483-04","13-11-16",4,8,1,2,1,4
"2010209958","13-11-16",8,8,1,2,2,4
"2013209079","13-11-16",4,8,1,2,1,4
"2009212800","13-11-16",4,8,1,2,2,4
"2010209966","13-11-16",4,8,1,2,2,4
"2010208351","13-11-16",8,8,1,2,1,4
"2008236056","13-11-16",4,8,1,2,2,4
"2009211518","13-11-16",4,8,1,2,2,4
"2008230628","13-11-16",4,8,1,2,1,4
"2009217751","13-11-16",4,8,1,2,2,4
"2013217306","13-11-16",4,8,1,2,1,4
"2010204335","13-11-16",4,4,1,2,2,4
"20154278","13-11-16",4,8,1,2,2,4
"20153861","13-11-16",4,8,1,1,2,4
"2009212799","13-11-16",4,8,1,2,1,4
"20152889","13-11-16",4,8,1,1,2,4
"4011-07","13-11-16",4,8,1,2,1,4
"2013208554","13-11-16",4,8,1,2,2,4
"2009211285","13-11-16",8,8,1,2,2,4
"2009215864","13-11-16",4,4,1,2,1,4
"2014202183","13-11-16",4,8,1,2,2,4
"2009206436","13-11-16",4,8,1,2,2,4
"2010203946","13-11-16",4,8,1,2,1,4
"20152639","13-11-16",4,8,1,2,2,4
"2010206729","13-11-16",2,4,1,2,1,4
"2010206275","13-11-16",4,4,1,2,1,4
"2010200031","13-11-16",2,4,1,1,1,4
"2009212796","13-11-16",4,8,1,2,1,4
"2013208464","13-11-16",4,8,1,2,2,4
"2010220100","13-11-16",8,8,1,2,1,4
"2010200837","13-11-16",8,8,1,2,1,4
"2010220299","13-11-16",8,8,1,2,1,4
"2009216952","13-11-16",8,8,1,2,2,4
"2010208437","13-11-16",8,8,1,2,2,4
"4784-05","13-11-16",4,2,1,2,1,4
"2009215894","13-11-16",8,8,1,2,1,4
"2009211298","13-11-16",4,8,1,2,1,4
"20152650","13-11-16",4,8,1,2,2,4
"2010216266","13-11-16",8,8,1,2,1,4
"2012214475","13-11-16",2,2,1,0.5,0.5,4
"2010203475","13-11-16",4,8,1,2,2,4
"2009210936","13-11-16",4,8,1,1,1,4
