"LABID","PT","Penicillin","Amoxicillin","Meropenem","Cefotaxime","Ceftriaxone","Cefuroxime"
"2010220245","13-11-16",8,8,1,2,1,4
"5223-06","13-11-16",4,8,1,2,2,4
"2009218403","13-11-16",8,8,1,2,2,4
"2009214138","13-11-16",4,8,1,1,1,4
"2009213970","13-11-16",4,8,1,2,2,4
"6895-06","13-11-16",4,8,1,2,1,4
"2010208307","13-11-16",8,8,1,2,2,4
"2009211299","13-11-16",4,8,1,1,1,4
"4567-06","13-11-16",4,8,1,2,2,4
"20154569","13-11-16",4,8,1,2,2,4
"2009214084","13-11-16",4,8,1,2,2,4
"2010208429","13-11-16",8,8,1,2,2,4
"2009217675","13-11-16",4,8,1,2,2,4
"2009205599","13-11-16",4,8,1,2,2,4
"20154570","13-11-16",4,8,1,2,2,4
"2010216160","13-11-16",8,8,1,2,1,4
"2010200695","13-11-16",4,8,1,2,2,2
"2010205384","13-11-16",8,8,1,2,1,4
"2009213998","13-11-16",4,8,1,2,2,4
"2009214092","13-11-16",4,8,1,1,1,4
"2009215771","13-11-16",4,4,1,2,2,4
"2010206720","13-11-16",4,8,1,2,1,4
"20154465","13-11-16",4,8,1,2,1,4
"2012224878","13-11-16",8,16,1,2,2,4
"20153266","13-11-16",4,8,1,2,2,4
"2009209868","13-11-16",4,8,1,2,2,4
"2009217687","13-11-16",4,8,1,2,2,4
"6035-07","13-11-16",8,4,1,2,2,4
"20154499","13-11-16",4,16,1,2,2,4
"2010209998","13-11-16",4,8,1,2,2,4
"2009216731","13-11-16",4,8,1,2,1,4
"2010205418","13-11-16",2,4,1,1,1,4
"2012214930","13-11-16",4,8,1,2,2,4
"2009207277","13-11-26",2,4,1,4,4,4
"2010205413","13-11-26",2,8,1,4,4,4
"20152727","13-11-26",4,16,1,4,4,4
"5339-08","13-11-26",8,16,1,8,8,4
"2010200029","13-11-33",4,16,1,8,8,4
"2010220049","13-11-33",8,8,1,8,8,4
"2012220353","13-11-33",4,8,1,8,4,4
"2010216075","13-11-33",8,8,1,8,4,4
"20154486","13-11-33",4,8,1,8,4,4
"2009203274","13-11-8",2,4,1,1,1,4
"2012222280","13-14-115",8,16,1,8,8,4
"2009203513","13-14-16",4,8,1,2,1,4
"2010216340","13-14-16",8,8,1,2,2,4
"2009217747","13-14-20",4,8,1,1,1,4
"7848-05","13-14-20",4,8,1,1,1,4
"2010200690","13-14-20",4,8,1,1,1,4
"2009214185","13-14-20",4,8,1,1,1,4
"2009209968","13-14-26",8,16,1,8,4,4
"20152204","13-14-26",4,8,0.5,4,4,4
"2009216796","13-14-26",8,8,1,8,4,4
"20154482","13-14-26",4,8,1,4,4,4
"2010205285","13-14-26",8,8,1,8,4,4
"2009211097","13-14-26",8,8,1,8,4,4
"20152216","13-14-26",8,16,1,8,8,4
"2013215756","13-14-26",8,8,1,8,4,4
"2013213388","13-16-47",2,2,0.5,1,0.5,4
"20153020","13-16-47",4,2,0.5,2,1,4
"2012214924","13-16-47",2,1,0.5,1,1,4
"20153035","14-0-2",0.03,0.03,0.06,0.06,0.5,0.5
"2013228088","14-0-2",0.03,0.03,0.06,0.06,0.5,0.5
"2012214484","15-0-2",1,1,0.12,0.5,0.5,4
"2010216082","15-12-18",8,2,1,1,2,4
"2009218384","15-12-18",2,1,0.5,1,0.5,4
"20152910","15-12-18",2,2,0.5,2,2,4
"2014205019","15-12-18",4,2,0.5,1,2,4
"20153422","15-12-18",4,2,1,1,2,4
"20154458","15-12-18",4,4,1,2,2,4
"2009215833","15-12-18",4,2,1,2,2,4
"2009216934","15-12-18",4,1,1,2,1,4
"2014203084","15-12-18",4,2,0.5,1,1,4
"2010220053","15-12-18",4,2,0.5,2,1,4
"8290-07","15-12-18",4,2,1,2,2,4
"2009218376","15-12-18",2,1,0.5,1,1,4
"2009215630","15-12-7",4,2,1,2,1,4
"20152160","15-16-8",1,1,0.5,0.5,1,4
"2012215786","15-16-8",1,1,0.25,0.5,0.5,4
"20153465","15-16-8",0.5,1,0.5,0.25,0.5,4
"2009211232","15-7-8",2,2,0.5,1,0.5,4
"20153289","15-7-8",4,2,0.5,1,1,4
"20154369","16-13-19",0.25,0.25,0.06,0.12,0.5,0.5
"2014202506","16-13-19",0.25,0.12,0.06,0.12,0.5,0.5
"2010223245","17-1-22",0.5,0.06,0.06,0.12,0.5,0.5
"2009211245","17-1-22",1,0.06,0.06,0.25,0.5,0.5
"20153260","17-1-22",0.5,0.06,0.12,0.25,0.5,0.5
"20153296","17-1-22",1,0.12,0.12,0.25,0.5,1
"2010216092","17-1-22",1,0.06,0.06,0.12,0.5,0.5
"2010216216","17-15-18",4,0.5,0.25,1,1,4
"2012222918","17-15-22",0.5,0.12,0.12,0.25,0.5,0.5
"20151633","17-15-22",1,0.12,0.12,0.25,0.5,0.5
"2009211258","17-15-22",0.5,0.06,0.12,0.12,0.5,0.5
"2010216336","17-15-22",0.5,0.06,0.06,0.12,0.5,0.5
"2010220131","17-15-22",1,0.12,0.12,0.12,0.5,0.5
"2009214113","17-15-22",0.5,0.12,0.12,0.12,0.5,0.5
"2010200810","17-7-8",2,1,0.5,0.5,0.5,4
"2012214035","18-12-8",2,1,0.5,1,1,4
"5787-06","18-17-8",4,4,1,2,1,4
"2013210881","18-37-8",1,8,1,0.5,1,4
"20153406","18-7-8",4,4,1,1,1,4
"20153971","18-83-8",8,8,1,1,2,4
"20153980","18-83-8",4,8,1,1,2,4
"2012219788","19-1-2",0.03,0.06,0.06,0.06,0.5,0.5
"2013218759","19-1-24",0.5,0.12,0.06,0.25,0.5,0.5
"20153027","19-1-24",0.5,0.25,0.06,0.25,0.5,0.5
"2010220292","19-1-24",0.5,0.25,0.06,0.25,0.5,0.5
"20152656","19-1-24",0.5,0.25,0.06,0.25,0.5,0.5
"20154568","19-1-24",0.5,0.25,0.06,0.25,0.5,0.5
"20151620","19-1-24",0.5,0.12,0.06,0.25,0.5,0.5
"2013211414","19-1-24",0.25,0.12,0.06,0.25,0.5,0.5
"2010216293","19-31-8",2,1,0.25,0.5,0.5,2
"20152897","19-31-8",1,1,0.25,0.5,0.5,2
"20152191","19-31-8",0.5,1,0.12,0.5,0.5,2
"20152900","19-31-8",1,1,0.25,0.5,0.5,2
"2009211240","19-31-8",1,1,0.25,0.5,0.5,2
"20152628","19-31-8",0.5,1,0.12,0.5,0.5,2
"20151641","19-31-8",1,1,0.25,0.25,0.5,2
"2010209965","19-31-8",0.5,1,0.12,0.25,0.5,2
"2012212521","19-31-8",0.5,1,0.12,0.25,0.5,2
"20154576","19-31-8",0.5,0.5,0.12,0.25,0.5,4
"2009216993","19-31-8",0.25,0.5,0.06,0.25,0.5,0.5
"20153137","2-0-0",0.03,0.03,0.06,0.06,0.5,0.5
"20154493","2-0-0",0.03,0.03,0.06,0.06,0.5,0.5
"2013215776","2-0-0",0.03,0.03,0.06,0.06,0.5,0.5
"20154580","2-0-0",0.03,0.03,0.06,0.06,0.5,0.5
"2014202326","2-0-0",0.03,0.03,0.06,0.06,0.5,0.5
"20153305","2-0-0",0.03,0.03,0.06,0.06,0.5,0.5
"20153267","2-0-0",0.03,0.03,0.06,0.06,0.5,0.5
"20151900","2-0-0",0.03,0.03,0.06,0.06,0.5,0.5
"7060-03","2-0-0",0.03,0.03,0.06,0.06,0.5,0.5
"4338-98","2-0-0",0.03,0.03,0.06,0.06,0.5,0.5
"20152133","2-0-0",0.03,0.03,0.06,0.06,0.5,0.5
"6935-04","2-0-0",0.03,0.03,0.06,0.06,0.5,0.5
"4196-07","2-0-0",0.03,0.03,0.06,0.06,0.5,0.5
"2012212051","2-0-0",0.03,0.03,0.06,0.06,0.5,0.5
"20154771","2-0-0",0.03,0.03,0.06,0.06,0.5,0.5
"20152818","2-0-0",0.03,0.03,0.06,0.06,0.5,0.5
"20152898","2-0-0",0.03,0.03,0.06,0.06,0.5,0.5
"2010206353","2-0-0",0.03,0.03,0.06,0.06,0.5,0.5
"20154574","2-0-0",0.03,0.03,0.06,0.06,0.5,0.5
"20154255","2-0-0",0.03,0.03,0.06,0.06,0.5,0.5
"20153177","2-0-0",0.03,0.03,0.06,0.06,0.5,0.5
"2013211429","2-0-0",0.03,0.03,0.06,0.06,0.5,0.5
"2013218394","2-0-0",0.03,0.03,0.06,0.06,0.5,0.5
"2013223640","2-0-0",0.03,0.03,0.06,0.06,0.5,0.5
"2012224898","2-0-0",0.03,0.03,0.06,0.06,0.5,0.5
"2013211747","2-0-0",0.03,0.03,0.06,0.06,0.5,0.5
"2009218366","2-0-0",0.03,0.03,0.06,0.06,0.5,0.5
"20152209","2-0-0",0.03,0.03,0.06,0.06,0.5,0.5
"20152677","2-0-0",0.03,0.03,0.06,0.06,0.5,0.5
"2014200763","2-0-0",0.03,0.03,0.06,0.06,0.5,0.5
"20152194","2-0-0",0.03,0.03,0.06,0.06,0.5,0.5
"2014201854","2-0-0",0.03,0.03,0.06,0.06,0.5,0.5
"7090-07","2-0-0",0.03,0.03,0.06,0.06,0.5,0.5
"2012211516","2-0-0",0.03,0.03,0.06,0.06,0.5,0.5
"20153313","2-0-111",0.06,0.06,0.06,0.25,0.5,0.5
"20154477","2-0-111",0.03,0.06,0.06,0.12,0.5,0.5
"2012215821","2-0-111",0.06,0.06,0.06,0.5,0.5,0.5
"2009218367","2-0-111",0.06,0.03,0.06,0.25,0.5,0.5
"20152907","2-0-111",0.06,0.06,0.06,0.25,0.5,1
"20153298","2-0-111",0.06,0.06,0.06,0.25,0.5,1
"20154455","2-0-111",0.06,0.06,0.06,0.25,0.5,1
"20153142","2-0-111",0.06,0.06,0.06,0.25,0.5,1
"20153458","2-0-111",0.06,0.06,0.06,0.25,0.5,1
"20152262","2-0-111",0.06,0.06,0.06,0.25,0.5,1
"2008227894","2-0-12",0.03,0.03,0.06,0.06,0.5,0.5
"2013215781","2-0-12",0.03,0.03,0.06,0.06,0.5,0.5
"2014202166","2-0-12",0.03,0.03,0.06,0.06,0.5,0.5
"20154487","2-0-12",0.03,0.03,0.06,0.06,0.5,0.5
"20153859","2-0-12",0.03,0.06,0.06,0.06,0.5,0.5
"20154510","2-0-12",0.03,0.03,0.06,0.06,0.5,0.5
"20151636","2-0-120",0.03,0.03,0.06,0.06,0.5,0.5
"20154362","2-0-120",0.03,0.06,0.06,0.06,0.5,0.5
"20152885","2-0-128",0.03,0.03,0.06,0.06,0.5,0.5
"2009210875","2-0-2",0.03,0.03,0.06,0.06,0.5,0.5
"2012220096","2-0-2",0.03,0.03,0.06,0.06,0.5,0.5
"2009211964","2-0-2",0.03,0.03,0.06,0.06,0.5,0.5
"2013228259","2-0-2",0.03,0.03,0.06,0.06,0.5,0.5
"20152673","2-0-2",0.03,0.03,0.06,0.06,0.5,0.5
"2013208522","2-0-2",0.03,0.03,0.06,0.06,0.5,0.5
"2010220285","2-0-2",0.03,0.03,0.06,0.06,0.5,0.5
"20152249","2-0-2",0.03,0.03,0.06,0.06,0.5,0.5
"20153217","2-0-2",0.03,0.03,0.06,0.06,0.5,0.5
"5448-07","2-0-2",0.03,0.03,0.06,0.06,0.5,0.5
"2010209946","2-0-2",0.03,0.03,0.06,0.06,0.5,0.5
"2010208337","2-0-2",0.03,0.03,0.06,0.06,0.5,0.5
"2012214490","2-0-2",0.03,0.03,0.06,0.06,0.5,0.5
"20154338","2-0-2",0.03,0.03,0.06,0.06,0.5,0.5
"2013219473","2-0-2",0.03,0.03,0.06,0.06,0.5,0.5
"2010200769","2-0-2",0.03,0.03,0.06,0.06,0.5,0.5
"2010209941","2-0-2",0.03,0.03,0.06,0.06,0.5,0.5
"2012225750","2-0-2",0.03,0.03,0.06,0.06,0.5,0.5
"2012222473","2-0-2",0.03,0.03,0.06,0.06,0.5,0.5
"20154502","2-0-2",0.03,0.03,0.06,0.06,0.5,0.5
"2009212813","2-0-2",0.03,0.03,0.06,0.06,0.5,0.5
"20152704","2-0-2",0.03,0.03,0.06,0.06,0.5,0.5
"3660-06","2-0-2",0.03,0.03,0.06,0.06,0.5,0.5
"2010216285","2-0-2",0.03,0.03,0.06,0.06,0.5,0.5
"2009212727","2-0-2",0.03,0.03,0.06,0.06,0.5,0.5
"2010209982","2-0-2",0.03,0.03,0.06,0.06,0.5,0.5
"2009217744","2-0-2",0.03,0.03,0.06,0.06,0.5,0.5
"2008008385","2-0-2",0.03,0.03,0.06,0.06,0.5,0.5
"2013218407","2-0-2",0.03,0.03,0.06,0.06,0.5,0.5
"2009215893","2-0-2",0.03,0.03,0.06,0.06,0.5,0.5
"20154449","2-0-2",0.03,0.03,0.06,0.06,0.5,0.5
"2009214180","2-0-2",0.03,0.03,0.06,0.06,0.5,0.5
"2012212660","2-0-2",0.03,0.03,0.06,0.06,0.5,0.5
"2009218420","2-0-2",0.03,0.03,0.06,0.06,0.5,0.5
"2009212769","2-0-2",0.03,0.03,0.06,0.06,0.5,0.5
"20154488","2-0-2",0.03,0.03,0.06,0.06,0.5,0.5
"2012224830","2-0-2",0.03,0.03,0.06,0.06,0.5,0.5
"20152708","2-0-2",0.03,0.03,0.06,0.06,0.5,0.5
"20152668","2-0-2",0.03,0.03,0.06,0.06,0.5,0.5
"20154667","2-0-2",0.03,0.03,0.06,0.06,0.5,0.5
"2010203158","2-0-2",0.03,0.03,0.06,0.06,0.5,0.5
"2012217851","2-0-2",0.03,0.03,0.06,0.06,0.5,0.5
"2009215714","2-0-2",0.03,0.03,0.06,0.06,0.5,0.5
"2009219894","2-0-2",0.03,0.03,0.06,0.06,0.5,0.5
"2009211102","2-0-2",0.03,0.03,0.06,0.06,0.5,0.5
"20153215","2-0-2",0.03,0.03,0.06,0.06,0.5,0.5
"2010206332","2-0-2",0.03,0.03,0.06,0.06,0.5,0.5
"2009216160","2-0-2",0.03,0.03,0.06,0.06,0.5,0.5
"20154664","2-0-2",0.03,0.03,0.06,0.06,0.5,0.5
"2012225591","2-0-2",0.03,0.03,0.06,0.06,0.5,0.5
"2012214450","2-0-2",0.03,0.03,0.06,0.06,0.5,0.5
"2009215816","2-0-2",0.03,0.03,0.06,0.06,0.5,0.5
"2009218280","2-0-2",0.03,0.03,0.06,0.06,0.5,0.5
"7509-06","2-0-2",0.03,0.03,0.06,0.06,0.5,0.5
"2009216801","2-0-2",0.03,0.03,0.06,0.06,0.5,0.5
"2012222486","2-0-2",0.03,0.03,0.06,0.06,0.5,0.5
"20153413","2-0-2",0.03,0.03,0.06,0.06,0.5,0.5
"2009212753","2-0-2",0.03,0.03,0.06,0.06,0.5,0.5
"20152703","2-0-2",0.03,0.03,0.06,0.06,0.5,0.5
"2012212529","2-0-2",0.03,0.03,0.06,0.06,0.5,0.5
"20153427","2-0-2",0.03,0.03,0.06,0.06,0.5,0.5
"2013213738","2-0-2",0.03,0.03,0.06,0.06,0.5,0.5
"2010208412","2-0-2",0.03,0.03,0.06,0.06,0.5,0.5
"2010216283","2-0-2",0.03,0.03,0.06,0.06,0.5,0.5
"20152156","2-0-2",0.03,0.03,0.06,0.06,0.5,0.5
"20153274","2-0-2",0.03,0.03,0.06,0.06,0.5,0.5
"7087-05","2-0-2",0.03,0.03,0.06,0.06,0.5,0.5
"20154244","2-0-2",0.03,0.03,0.06,0.06,0.5,0.5
"2013210885","2-0-2",0.03,0.03,0.06,0.06,0.5,0.5
"2009217704","2-0-2",0.03,0.03,0.06,0.06,0.5,0.5
"2010200676","2-0-2",0.03,0.03,0.06,0.06,0.5,0.5
"4824-04","2-0-2",0.03,0.03,0.06,0.06,0.5,0.5
"2009217657","2-0-2",0.03,0.03,0.06,0.06,0.5,0.5
"20153139","2-0-2",0.03,0.03,0.06,0.06,0.5,0.5
"2010208336","2-0-2",0.03,0.03,0.06,0.06,0.5,0.5
"20154334","2-0-2",0.03,0.03,0.06,0.06,0.5,0.5
"20152271","2-0-2",0.03,0.03,0.06,0.06,0.5,0.5
"2009216784","2-0-2",0.03,0.03,0.06,0.06,0.5,0.5
"20152671","2-0-2",0.03,0.03,0.06,0.06,0.5,0.5
"2009218299","2-0-2",0.03,0.03,0.06,0.06,0.5,0.5
"2009216816","2-0-2",0.03,0.03,0.06,0.06,0.5,0.5
"2009215728","2-0-2",0.03,0.03,0.06,0.06,0.5,0.5
"8871-04","2-0-2",0.03,0.03,0.06,0.06,0.5,0.5
"2010206293","2-0-2",0.03,0.03,0.06,0.06,0.5,0.5
"2013214880","2-0-2",0.03,0.03,0.06,0.06,0.5,0.5
"2014203816","2-0-2",0.03,0.03,0.06,0.06,0.5,0.5
"2010203406","2-0-2",0.03,0.03,0.06,0.06,0.5,0.5
"2009212726","2-0-2",0.03,0.03,0.06,0.06,0.5,0.5
"20153207","2-0-2",0.03,0.03,0.06,0.06,0.5,0.5
"2009206427","2-0-2",0.03,0.03,0.06,0.06,0.5,0.5
"20154354","2-0-2",0.03,0.03,0.06,0.06,0.5,0.5
"2009215873","2-0-2",0.03,0.03,0.06,0.06,0.5,0.5
"2009212746","2-0-2",0.03,0.03,0.06,0.06,0.5,0.5
"20153005","2-0-2",0.03,0.03,0.06,0.06,0.5,0.5
"20154272","2-0-2",0.03,0.03,0.06,0.06,0.5,0.5
"2010220093","2-0-2",0.03,0.03,0.06,0.06,0.5,0.5
"2013208751","2-0-2",0.03,0.03,0.06,0.06,0.5,0.5
"20154513","2-0-2",0.03,0.03,0.06,0.06,0.5,0.5
"2012224310","2-0-2",0.03,0.03,0.06,0.06,0.5,0.5
"2009210231","2-0-2",0.03,0.03,0.06,0.06,0.5,0.5
"2010216281","2-0-2",0.03,0.03,0.06,0.06,0.5,0.5
"2010205303","2-0-2",0.03,0.03,0.06,0.06,0.5,0.5
"20151622","2-0-2",0.03,0.03,0.06,0.06,0.5,0.5
"20153315","2-0-2",0.03,0.03,0.06,0.06,0.5,0.5
"20152918","2-0-2",0.03,0.03,0.06,0.06,0.5,0.5
"2009209482","2-0-2",0.03,0.03,0.06,0.06,0.5,0.5
"2010207769","2-0-2",0.03,0.03,0.06,0.06,0.5,0.5
"2010208292","2-0-2",0.03,0.03,0.06,0.06,0.5,0.5
"20154274","2-0-2",0.03,0.03,0.06,0.06,0.5,0.5
"20152664","2-0-2",0.03,0.03,0.06,0.06,0.5,0.5
"2013218738","2-0-2",0.03,0.03,0.06,0.06,0.5,0.5
"2010220088","2-0-2",0.03,0.03,0.06,0.06,0.5,0.5
"2009212662","2-0-2",0.03,0.03,0.06,0.06,0.5,0.5
"20154331","2-0-2",0.03,0.03,0.06,0.06,0.5,0.5
"20154332","2-0-2",0.03,0.03,0.06,0.06,0.5,0.5
"2012222439","2-0-2",0.03,0.03,0.06,0.06,0.5,0.5
"20153464","2-0-2",0.03,0.03,0.06,0.06,0.5,0.5
"20152217","2-0-2",0.03,0.03,0.06,0.06,0.5,0.5
"20152669","2-0-2",0.03,0.03,0.06,0.06,0.5,0.5
"2010200611","2-0-2",0.03,0.03,0.06,0.06,0.5,0.5
"2010208358","2-0-2",0.03,0.03,0.06,0.06,0.5,0.5
"2009210907","2-0-2",0.03,0.03,0.06,0.06,0.5,0.5
"2010208367","2-0-2",0.03,0.03,0.06,0.06,0.5,0.5
"20152700","2-0-2",0.03,0.03,0.06,0.06,0.5,0.5
"2010216235","2-0-2",0.03,0.03,0.06,0.06,0.5,0.5
"20153231","2-0-2",0.03,0.03,0.06,0.06,0.5,0.5
"2010200683","2-0-2",0.03,0.03,0.06,0.06,0.5,0.5
"20153205","2-0-2",0.03,0.03,0.06,0.06,0.5,0.5
"20153477","2-0-2",0.03,0.03,0.06,0.06,0.5,0.5
"6827-06","2-0-2",0.03,0.03,0.06,0.06,0.5,0.5
"2009211070","2-0-2",0.03,0.03,0.06,0.06,0.5,0.5
"8408-04","2-0-2",0.03,0.03,0.06,0.06,0.5,0.5
"20154269","2-0-2",0.03,0.03,0.06,0.06,0.5,0.5
"2010200746","2-0-2",0.03,0.03,0.06,0.06,0.5,0.5
"2013208749","2-0-2",0.03,0.03,0.06,0.06,0.5,0.5
"2010200721","2-0-2",0.03,0.03,0.06,0.06,0.5,0.5
"2009215656","2-0-2",0.03,0.03,0.06,0.06,0.5,0.5
"20153460","2-0-2",0.03,0.03,0.06,0.06,0.5,0.5
"20154344","2-0-2",0.03,0.03,0.06,0.06,0.5,0.5
"2012221577","2-0-2",0.03,0.03,0.06,0.06,0.5,0.5
"20154249","2-0-2",0.03,0.03,0.06,0.06,0.5,0.5
"2009208555","2-0-2",0.03,0.03,0.06,0.06,0.5,0.5
"2009211142","2-0-2",0.03,0.03,0.06,0.06,0.5,0.5
"2009214547","2-0-2",0.12,0.06,0.06,0.06,0.5,0.5
"20153223","2-0-2",0.03,0.03,0.06,0.06,0.5,0.5
"2010205342","2-0-2",0.03,0.03,0.06,0.06,0.5,0.5
"2010220349","2-0-2",0.03,0.03,0.06,0.06,0.5,0.5
"2009216681","2-0-2",0.03,0.03,0.06,0.06,0.5,0.5
"2010210015","2-0-2",0.03,0.03,0.06,0.06,0.5,0.5
"2010206279","2-0-2",0.03,0.03,0.06,0.06,0.5,0.5
"2010203356","2-0-2",0.03,0.03,0.06,0.06,0.5,0.5
"2010223273","2-0-2",0.03,0.03,0.06,0.06,0.5,0.5
"20153414","2-0-2",0.03,0.03,0.06,0.06,0.5,0.5
"2009219991","2-0-2",0.03,0.03,0.06,0.06,0.5,0.5
"20152270","2-0-2",0.03,0.03,0.06,0.06,0.5,0.5
"20153405","2-0-2",0.03,0.03,0.06,0.06,0.5,0.5
"2014203093","2-0-2",0.03,0.03,0.06,0.06,0.5,0.5
"2010205423","2-0-2",0.03,0.03,0.06,0.06,0.5,0.5
"20153467","2-0-2",0.03,0.03,0.06,0.06,0.5,0.5
"2010220061","2-0-2",0.03,0.03,0.06,0.06,0.5,0.5
"2010216128","2-0-2",0.03,0.03,0.06,0.06,0.5,0.5
"2009212749","2-0-2",0.03,0.03,0.06,0.06,0.5,0.5
"2010200718","2-0-2",0.03,0.03,0.06,0.06,0.5,0.5
"2009203511","2-0-2",0.03,0.03,0.06,0.06,0.5,0.5
"20153404","2-0-2",0.03,0.03,0.06,0.06,0.5,0.5
"20152208","2-0-2",0.03,0.03,0.06,0.06,0.5,0.5
"2012223303","2-0-2",0.03,0.03,0.06,0.06,0.5,0.5
"2012214952","2-0-2",0.03,0.03,0.06,0.06,0.5,0.5
"2010203401","2-0-2",0.06,0.03,0.06,0.06,0.5,0.5
"2009211080","2-0-2",0.03,0.03,0.06,0.06,0.5,0.5
"2009212730","2-0-2",0.03,0.03,0.06,0.06,0.5,0.5
"2009217681","2-0-2",0.03,0.03,0.06,0.06,0.5,0.5
"2009211246","2-0-2",0.03,0.03,0.06,0.06,0.5,0.5
"20153228","2-0-2",0.03,0.03,0.06,0.06,0.5,0.5
"20152878","2-0-2",0.03,0.03,0.06,0.06,0.5,0.5
"2010208390","2-0-2",0.03,0.03,0.06,0.06,0.5,0.5
"2010203382","2-0-2",0.03,0.03,0.06,0.06,0.5,0.5
"2013207647","2-0-2",0.03,0.03,0.06,0.06,0.5,0.5
"20154248","2-0-2",0.03,0.03,0.06,0.06,0.5,0.5
"2013227862","2-0-2",0.03,0.03,0.06,0.06,0.5,0.5
"20154516","2-0-2",0.03,0.03,0.06,0.06,0.5,0.5
"20152826","2-0-2",0.03,0.03,0.06,0.06,0.5,0.5
"2010207747","2-0-2",0.03,0.03,0.06,0.06,0.5,0.5
"2010203153","2-0-2",0.03,0.03,0.06,0.06,0.5,0.5
"20154284","2-0-2",0.03,0.03,0.06,0.06,0.5,0.5
"2013201709","2-0-2",0.03,0.03,0.06,0.06,0.5,0.5
"20154355","2-0-2",0.03,0.03,0.06,0.06,0.5,0.5
"20153225","2-0-2",0.03,0.03,0.06,0.06,0.5,0.5
"2009216744","2-0-2",0.03,0.03,0.06,0.06,0.5,0.5
"20153459","2-0-2",0.03,0.03,0.06,0.06,0.5,0.5
"2009215790","2-0-2",0.03,0.03,0.06,0.06,0.5,0.5
"20153187","2-0-2",0.03,0.03,0.06,0.06,0.5,0.5
"2012218067","2-0-2",0.03,0.03,0.06,0.06,0.5,0.5
"2009214111","2-0-2",0.03,0.03,0.06,0.06,0.5,0.5
"20152824","2-0-2",0.03,0.03,0.06,0.06,0.5,0.5
"20153237","2-0-2",0.03,0.03,0.06,0.06,0.5,0.5
"2012212202","2-0-2",0.03,0.03,0.06,0.06,0.5,0.5
"2010220350","2-0-2",0.03,0.03,0.06,0.06,0.5,0.5
"2013213407","2-0-2",0.03,0.03,0.06,0.06,0.5,0.5
"2012214434","2-0-2",0.03,0.03,0.06,0.06,0.5,0.5
"2009212646","2-0-2",0.03,0.03,0.06,0.06,0.5,0.5
"2013218176","2-0-2",0.03,0.03,0.06,0.06,0.5,0.5
"2009220011","2-0-2",0.03,0.03,0.06,0.06,0.5,0.5
"2009217629","2-0-2",0.03,0.03,0.06,0.06,0.5,0.5
"2012215769","2-0-2",0.03,0.03,0.06,0.06,0.5,0.5
"2010216188","2-0-2",0.03,0.03,0.06,0.06,0.5,0.5
"20152890","2-0-2",0.03,0.03,0.06,0.06,0.5,0.5
"2013224378","2-0-2",0.03,0.03,0.06,0.06,0.5,0.5
"2012218049","2-0-2",0.03,0.03,0.06,0.06,0.5,0.5
"20154520","2-0-2",0.03,0.03,0.06,0.06,0.5,0.5
"20153412","2-0-2",0.03,0.03,0.06,0.06,0.5,0.5
"2009212654","2-0-2",0.03,0.03,0.06,0.06,0.5,0.5
"2009215639","2-0-2",0.03,0.03,0.06,0.06,0.5,0.5
"4233-07","2-0-2",0.03,0.03,0.06,0.06,0.5,0.5
"2009217627","2-0-2",0.03,0.03,0.06,0.06,0.5,0.5
"2012218050","2-0-2",0.03,0.03,0.06,0.06,0.5,0.5
"2013208535","2-0-2",0.03,0.03,0.06,0.06,0.5,0.5
"20152879","2-0-2",0.03,0.03,0.06,0.06,0.5,0.5
"20152662","2-0-2",0.03,0.03,0.06,0.06,0.5,0.5
"2010200835","2-0-2",0.03,0.03,0.06,0.06,0.5,0.5
"20151892","2-0-2",0.03,0.03,0.06,0.06,0.5,0.5
"6793-05","2-0-2",0.03,0.03,0.06,0.06,0.5,0.5
"20152256","2-0-2",0.03,0.03,0.06,0.06,0.5,0.5
"2010216166","2-0-2",0.03,0.03,0.06,0.06,0.5,0.5
"2009218225","2-0-2",0.03,0.03,0.06,0.06,0.5,0.5
"2009212859","2-0-2",0.03,0.03,0.06,0.06,0.5,0.5
"2010220077","2-0-2",0.03,0.03,0.06,0.06,0.5,0.5
"20153472","2-0-2",0.03,0.03,0.06,0.06,0.5,0.5
"2010203350","2-0-2",0.03,0.03,0.06,0.06,0.5,0.5
"2010205398","2-0-2",0.03,0.03,0.06,0.06,0.5,0.5
"20153180","2-0-2",0.03,0.03,0.06,0.06,0.5,0.5
"20152963","2-0-2",0.03,0.03,0.06,0.06,0.5,0.5
"2010208397","2-0-2",0.03,0.03,0.06,0.06,0.5,0.5
"2008227542","2-0-2",0.03,0.03,0.06,0.06,0.5,0.5
"20154246","2-0-2",0.03,0.03,0.06,0.06,0.5,0.5
"9284-06","2-0-3",0.03,0.03,0.06,0.06,0.5,0.5
"2011218350","2-0-3",0.03,0.03,0.06,0.06,0.5,0.5
"2009215658","2-0-3",0.03,0.03,0.06,0.06,0.5,0.5
"2010205368","2-0-3",0.03,0.03,0.06,0.06,0.5,0.5
"2012221404","2-0-3",0.03,0.03,0.06,0.06,0.5,0.5
"2014205695","2-0-31",0.03,0.03,0.06,0.06,0.5,0.5
"2009213993","2-0-39",0.03,0.03,0.06,0.06,0.5,0.5
"2010216259","2-0-42",0.03,0.03,0.06,0.06,0.5,0.5
"2009217714","2-0-6",0.03,0.03,0.06,0.06,0.5,0.5
"20154370","2-0-6",0.03,0.03,0.06,0.06,0.5,0.5
