"LABID","PT","D1","D2"
"2009214092","13-11-16",8.66931393051773,6.06233094106771
"2009215771","13-11-16",9.18358822660599,5.05698690987247
"2010206720","13-11-16",9.24523063323916,5.85858351070061
"20154465","13-11-16",9.24523063323887,5.85858351070544
"2012224878","13-11-16",10.1320885858652,6.88258834594168
"20153266","13-11-16",9.65907420004157,5.42140672220629
"2009209868","13-11-16",9.65907420004116,5.42140672220793
"2009217687","13-11-16",9.65907420004185,5.42140672220633
"6035-07","13-11-16",8.78092004207739,6.75020940736281
"20154499","13-11-16",10.2564526549103,5.68295662177208
"2010209998","13-11-16",9.65907420004058,5.42140672220706
"2009216731","13-11-16",9.24523063323838,5.85858351070466
"2010205418","13-11-16",8.34351685202141,4.35465605945787
"2012214930","13-11-16",9.65907420004097,5.42140672220509
"2009207277","13-11-26",10.0971026432789,3.4508952921454
"2010205413","13-11-26",10.5552327974628,3.8942718797109
"20152727","13-11-26",11.1659016418058,5.23143191715103
"5339-08","13-11-26",12.1085843149809,6.1019884017911
"2010200029","13-11-33",12.177313291514,4.73584180971818
"2010220049","13-11-33",11.7573335946956,5.57599054499132
"2012220353","13-11-33",11.3151985124454,4.59422096308845
"2010216075","13-11-33",11.2330547048161,6.02202400294349
"20154486","13-11-33",11.3151985124445,4.59422096309025
"2009203274","13-11-8",8.343516852027,4.35465605946069
"2012222280","13-14-115",12.1085843149836,6.10198840178985
"2009203513","13-14-16",9.24523063324082,5.85858351070665
"2010216340","13-14-16",9.59605621583391,6.57739985053738
"2009217747","13-14-20",8.66931393051667,6.06233094106776
"7848-05","13-14-20",8.66931393052099,6.06233094107166
"2010200690","13-14-20",8.66931393051786,6.06233094107108
"2009214185","13-14-20",8.6693139305192,6.06233094107352
"2009209968","13-14-26",11.6386085848108,6.4327045258255
"20152204","13-14-26",10.5093662320926,4.57280820836906
"2009216796","13-14-26",11.2330547048176,6.02202400294833
"20154482","13-14-26",10.6810690278811,4.82375282185846
"2010205285","13-14-26",11.2330547048203,6.02202400294646
"2009211097","13-14-26",11.2330547048164,6.02202400293475
"20152216","13-14-26",12.1085843149856,6.10198840178449
"2013215756","13-14-26",11.2330547048154,6.02202400294255
"2013213388","13-16-47",6.76704773490143,5.00366572574213
"20153020","13-16-47",7.33540190053391,6.03832951975543
"2012214924","13-16-47",6.66007047444405,4.26423076578256
"20153035","14-0-2",-1.44980803140063,-1.20336339786822
"2013228088","14-0-2",-1.44980803140125,-1.20336339786861
"2012214484","15-0-2",4.7038287486427,4.37797684013027
"2010216082","15-12-18",7.52178523098065,6.89998928823211
"2009218384","15-12-18",6.14632558637813,4.91621111077823
"20152910","15-12-18",8.38978960402235,3.44351759594564
"2014205019","15-12-18",7.12621377899147,5.88249597617741
"20153422","15-12-18",7.61772319353052,5.77464072143075
"20154458","15-12-18",9.18358822660636,5.05698690987432
"2009215833","15-12-18",8.65082680281673,4.92448171943165
"2009216934","15-12-18",6.85627926722554,6.38498856472656
"2014203084","15-12-18",7.08790383499745,5.6767946678044
"2010220053","15-12-18",7.33540190053667,6.03832951975918
"8290-07","15-12-18",8.65082680282333,4.92448171943439
"2009218376","15-12-18",6.6600704744425,4.26423076578183
"2009215630","15-12-7",7.93565923065358,5.76019677271099
"20152160","15-16-8",6.2481796112585,3.09939230491141
"2012215786","15-16-8",5.46260330734209,3.67473692020303
"20153465","15-16-8",5.75387961261187,2.02845809591932
"2009211232","15-7-8",6.76704773490039,5.00366572574403
"20153289","15-7-8",7.08790383499846,5.67679466780721
"20154369","16-13-19",0.991590201482398,2.38639321998795
"2014202506","16-13-19",0.391763637573138,2.03698579471769
"2010223245","17-1-22",-0.45433002043394,2.93724998513241
"2009211245","17-1-22",-0.145277815769266,4.16188020570618
"20153260","17-1-22",0.0571024670810443,3.31834342811265
"20153296","17-1-22",1.44122554649839,4.04195833998199
"2010216092","17-1-22",-0.424153891663756,3.91331162444742
"2010216216","17-15-18",5.02516743350085,6.16699536225849
"2012222918","17-15-22",1.06995389006752,3.14870179339996
"20151633","17-15-22",1.01810628790164,4.14032066843001
"2009211258","17-15-22",-0.206813140073195,3.02601554924427
"2010216336","17-15-22",-0.454330020441764,2.93724998513388
"2010220131","17-15-22",0.645098392195743,3.99670599978885
"2009214113","17-15-22",0.675720444577772,3.00272775958661
"2010200810","17-7-8",5.73365179097691,4.84951329618724
"2012214035","18-12-8",6.66007047444479,4.26423076578468
"5787-06","18-17-8",8.7505614031947,5.50559575048615
"2013210881","18-37-8",8.82782607385704,2.95975356400195
"20153406","18-7-8",8.18822571200876,5.66647109098403
"20153971","18-83-8",8.91563365325168,6.92767651967751
"20153980","18-83-8",9.07510438180902,5.69091321652776
"2012219788","19-1-2",-0.486944587708561,-1.2177105920792
"2013218759","19-1-24",0.584961884785496,3.28255236707561
"20153027","19-1-24",1.27945392804586,3.45459325708319
"2010220292","19-1-24",1.27945392804564,3.4545932570812
"20152656","19-1-24",1.27945392804772,3.45459325708245
"20154568","19-1-24",1.27945392805326,3.454593257079
"20151620","19-1-24",0.584961884791389,3.28255236707417
"2013211414","19-1-24",0.822302515494621,2.21732129518883
"2010216293","19-31-8",4.94913897540685,4.89759580625901
"20152897","19-31-8",4.94657545565394,3.8980281842358
"20152191","19-31-8",4.5656994352526,3.05302101231271
"20152900","19-31-8",4.94657545565459,3.89802818423488
"2009211240","19-31-8",4.94657545565289,3.89802818424262
"20152628","19-31-8",4.56569943525296,3.05302101231726
"20151641","19-31-8",4.43709381636842,4.03161068792425
"2010209965","19-31-8",4.03822866107048,3.20585001590391
"2012212521","19-31-8",4.03822866106846,3.20585001590399
"20154576","19-31-8",4.31506765095689,2.24022576480805
"2009216993","19-31-8",1.9863578308297,2.91302864212514
"20153137","2-0-0",-1.44980803140257,-1.2033633978693
"20154493","2-0-0",-1.44980803140106,-1.2033633978685
"2013215776","2-0-0",-1.44980803140118,-1.20336339786862
"20154580","2-0-0",-1.44980803140096,-1.20336339786837
"2014202326","2-0-0",-1.44980803140153,-1.2033633978688
"20153305","2-0-0",-1.44980803140095,-1.20336339786844
"20153267","2-0-0",-1.44980803140157,-1.20336339786874
"20151900","2-0-0",-1.44980803140244,-1.2033633978694
"7060-03","2-0-0",-1.44980803140172,-1.20336339786893
"4338-98","2-0-0",-1.4498080314025,-1.20336339786938
"20152133","2-0-0",-1.44980803140089,-1.20336339786835
"6935-04","2-0-0",-1.44980803140165,-1.20336339786882
"4196-07","2-0-0",-1.44980803140076,-1.20336339786833
"2012212051","2-0-0",-1.44980803140108,-1.2033633978684
"20154771","2-0-0",-1.44980803140159,-1.20336339786886
"20152818","2-0-0",-1.44980803140167,-1.20336339786892
"20152898","2-0-0",-1.44980803140203,-1.2033633978692
"2010206353","2-0-0",-1.44980803140217,-1.203363397869
"20154574","2-0-0",-1.44980803140246,-1.20336339786925
"20154255","2-0-0",-1.44980803140271,-1.20336339786957
"20153177","2-0-0",-1.44980803140093,-1.20336339786844
"2013211429","2-0-0",-1.44980803140096,-1.2033633978684
"2013218394","2-0-0",-1.44980803140258,-1.20336339786935
"2013223640","2-0-0",-1.44980803140237,-1.20336339786921
"2012224898","2-0-0",-1.44980803140221,-1.20336339786912
"2013211747","2-0-0",-1.44980803140154,-1.20336339786877
"2009218366","2-0-0",-1.44980803140174,-1.20336339786897
"20152209","2-0-0",-1.44980803140306,-1.20336339786939
"20152677","2-0-0",-1.44980803140293,-1.20336339786953
"2014200763","2-0-0",-1.4498080314012,-1.2033633978686
"20152194","2-0-0",-1.44980803140235,-1.20336339786923
"2014201854","2-0-0",-1.44980803140164,-1.20336339786888
"7090-07","2-0-0",-1.44980803140215,-1.20336339786918
"2012211516","2-0-0",-1.44980803140201,-1.2033633978691
"20153313","2-0-111",0.861843364616852,-0.600162604584748
"20154477","2-0-111",-0.0487497828368968,-1.24879820757984
"2012215821","2-0-111",1.78902728312871,-1.26941901177474
"2009218367","2-0-111",0.72284591429894,-1.34660219302936
"20152907","2-0-111",1.11470217354656,-0.716726197283085
"20153298","2-0-111",1.11470217354706,-0.716726197281847
"20154455","2-0-111",1.11470217354715,-0.716726197279809
"20153142","2-0-111",1.11470217354562,-0.716726197283035
"20153458","2-0-111",1.11470217354681,-0.716726197282405
"20152262","2-0-111",1.11470217354651,-0.716726197283442
"2008227894","2-0-12",-1.44980803140167,-1.20336339786878
"2013215781","2-0-12",-1.44980803140122,-1.20336339786863
"2014202166","2-0-12",-1.44980803140183,-1.20336339786902
"20154487","2-0-12",-1.44980803140237,-1.2033633978693
"20153859","2-0-12",-0.486944587708507,-1.21771059207978
"20154510","2-0-12",-1.44980803140093,-1.20336339786837
"20151636","2-0-120",-1.44980803140164,-1.2033633978689
"20154362","2-0-120",-0.486944587708136,-1.21771059207891
"20152885","2-0-128",-1.44980803140114,-1.20336339786857
"2009210875","2-0-2",-1.44980803140108,-1.2033633978685
"2012220096","2-0-2",-1.44980803140263,-1.20336339786939
"2009211964","2-0-2",-1.44980803140144,-1.20336339786882
"2013228259","2-0-2",-1.44980803140348,-1.20336339786994
"20152673","2-0-2",-1.44980803140082,-1.2033633978683
"2013208522","2-0-2",-1.44980803140346,-1.20336339786977
"2010220285","2-0-2",-1.44980803140362,-1.20336339787001
"20152249","2-0-2",-1.44980803140303,-1.2033633978697
"20153217","2-0-2",-1.44980803140207,-1.20336339786904
"5448-07","2-0-2",-1.44980803140085,-1.20336339786836
"2010209946","2-0-2",-1.44980803140148,-1.2033633978688
"2010208337","2-0-2",-1.44980803140172,-1.20336339786892
"2012214490","2-0-2",-1.44980803140217,-1.20336339786913
"20154338","2-0-2",-1.44980803140144,-1.20336339786869
"2013219473","2-0-2",-1.44980803140165,-1.20336339786888
"2010200769","2-0-2",-1.44980803140153,-1.2033633978688
"2010209941","2-0-2",-1.44980803140151,-1.20336339786874
"2012225750","2-0-2",-1.44980803140154,-1.2033633978688
"2012222473","2-0-2",-1.44980803140403,-1.20336339787024
"20154502","2-0-2",-1.44980803140168,-1.20336339786887
"2009212813","2-0-2",-1.44980803140211,-1.20336339786895
"20152704","2-0-2",-1.44980803140189,-1.20336339786894
"3660-06","2-0-2",-1.44980803140166,-1.2033633978689
"2010216285","2-0-2",-1.44980803140148,-1.20336339786877
"2009212727","2-0-2",-1.44980803140063,-1.20336339786821
"2010209982","2-0-2",-1.44980803140129,-1.20336339786864
"2009217744","2-0-2",-1.44980803140256,-1.20336339786945
"2008008385","2-0-2",-1.44980803140329,-1.20336339786986
"2013218407","2-0-2",-1.44980803140298,-1.20336339786976
"2009215893","2-0-2",-1.44980803140184,-1.20336339786882
"20154449","2-0-2",-1.44980803140116,-1.2033633978686
"2009214180","2-0-2",-1.44980803140144,-1.20336339786866
"2012212660","2-0-2",-1.44980803140146,-1.20336339786868
"2009218420","2-0-2",-1.44980803140165,-1.20336339786884
"2009212769","2-0-2",-1.44980803140163,-1.2033633978689
"20154488","2-0-2",-1.44980803140253,-1.20336339786925
"2012224830","2-0-2",-1.44980803140165,-1.20336339786874
"20152708","2-0-2",-1.44980803140276,-1.20336339786936
"20152668","2-0-2",-1.4498080314016,-1.20336339786883
"20154667","2-0-2",-1.44980803140182,-1.20336339786898
"2010203158","2-0-2",-1.44980803140139,-1.20336339786879
"2012217851","2-0-2",-1.44980803140114,-1.20336339786856
"2009215714","2-0-2",-1.4498080314038,-1.20336339787013
"2009219894","2-0-2",-1.44980803140254,-1.20336339786935
"2009211102","2-0-2",-1.4498080314016,-1.20336339786885
"20153215","2-0-2",-1.44980803140218,-1.20336339786901
"2010206332","2-0-2",-1.44980803140157,-1.20336339786885
"2009216160","2-0-2",-1.44980803140082,-1.20336339786822
"20154664","2-0-2",-1.44980803140187,-1.20336339786904
"2012225591","2-0-2",-1.44980803140076,-1.20336339786831
"2012214450","2-0-2",-1.44980803140269,-1.20336339786953
"2009215816","2-0-2",-1.44980803140162,-1.20336339786888
"2009218280","2-0-2",-1.44980803140268,-1.20336339786946
"7509-06","2-0-2",-1.44980803140456,-1.20336339787062
"2009216801","2-0-2",-1.44980803140263,-1.2033633978695
"2012222486","2-0-2",-1.44980803140138,-1.20336339786877
"20153413","2-0-2",-1.44980803140074,-1.20336339786831
"2009212753","2-0-2",-1.4498080314025,-1.20336339786928
"20152703","2-0-2",-1.44980803140083,-1.20336339786833
"2012212529","2-0-2",-1.44980803140095,-1.2033633978684
"20153427","2-0-2",-1.44980803140214,-1.20336339786919
"2013213738","2-0-2",-1.44980803140184,-1.20336339786882
"2010208412","2-0-2",-1.4498080314024,-1.20336339786939
"2010216283","2-0-2",-1.44980803140287,-1.20336339786959
"20152156","2-0-2",-1.44980803140092,-1.20336339786845
"20153274","2-0-2",-1.44980803140136,-1.20336339786871
"7087-05","2-0-2",-1.4498080314013,-1.20336339786856
"20154244","2-0-2",-1.44980803140071,-1.20336339786826
"2013210885","2-0-2",-1.44980803140275,-1.20336339786943
"2009217704","2-0-2",-1.4498080314032,-1.20336339786972
"2010200676","2-0-2",-1.44980803140145,-1.20336339786878
"4824-04","2-0-2",-1.44980803140236,-1.20336339786916
"2009217657","2-0-2",-1.44980803140354,-1.20336339786989
"20153139","2-0-2",-1.44980803140227,-1.20336339786933
"2010208336","2-0-2",-1.44980803140205,-1.20336339786893
"20154334","2-0-2",-1.44980803140295,-1.20336339786932
"20152271","2-0-2",-1.44980803140176,-1.20336339786888
"2009216784","2-0-2",-1.44980803140328,-1.20336339786978
"20152671","2-0-2",-1.44980803140306,-1.20336339786945
"2009218299","2-0-2",-1.44980803140099,-1.20336339786847
"2009216816","2-0-2",-1.44980803140408,-1.20336339787028
"2009215728","2-0-2",-1.44980803140148,-1.20336339786871
"8871-04","2-0-2",-1.44980803140113,-1.20336339786858
"2010206293","2-0-2",-1.44980803140263,-1.20336339786932
"2013214880","2-0-2",-1.44980803140204,-1.20336339786917
"2014203816","2-0-2",-1.44980803140165,-1.20336339786878
"2010203406","2-0-2",-1.44980803140114,-1.20336339786857
"2009212726","2-0-2",-1.4498080314024,-1.20336339786926
"20153207","2-0-2",-1.44980803140285,-1.20336339786956
"2009206427","2-0-2",-1.44980803140241,-1.20336339786946
"20154354","2-0-2",-1.44980803140199,-1.20336339786894
"2009215873","2-0-2",-1.44980803140213,-1.20336339786903
"2009212746","2-0-2",-1.44980803140249,-1.20336339786922
"20153005","2-0-2",-1.44980803140084,-1.20336339786827
"20154272","2-0-2",-1.44980803140119,-1.20336339786859
"2010220093","2-0-2",-1.44980803140081,-1.20336339786832
"2013208751","2-0-2",-1.44980803140194,-1.20336339786909
"20154513","2-0-2",-1.44980803140241,-1.2033633978693
"2012224310","2-0-2",-1.44980803140186,-1.20336339786887
"2009210231","2-0-2",-1.44980803140143,-1.2033633978688
"2010216281","2-0-2",-1.44980803140156,-1.20336339786875
"2010205303","2-0-2",-1.44980803140213,-1.20336339786918
"20151622","2-0-2",-1.44980803140155,-1.20336339786879
"20153315","2-0-2",-1.44980803140128,-1.20336339786857
"20152918","2-0-2",-1.44980803140113,-1.20336339786852
"2009209482","2-0-2",-1.4498080314028,-1.20336339786939
"2010207769","2-0-2",-1.44980803140207,-1.20336339786924
"2010208292","2-0-2",-1.44980803140337,-1.20336339786972
"20154274","2-0-2",-1.44980803140348,-1.20336339786983
"20152664","2-0-2",-1.44980803140262,-1.20336339786939
"2013218738","2-0-2",-1.44980803140196,-1.20336339786905
"2010220088","2-0-2",-1.44980803140155,-1.20336339786883
"2009212662","2-0-2",-1.44980803140155,-1.2033633978689
"20154331","2-0-2",-1.44980803140087,-1.20336339786836
"20154332","2-0-2",-1.44980803140213,-1.20336339786925
"2012222439","2-0-2",-1.44980803140085,-1.20336339786837
"20153464","2-0-2",-1.44980803140078,-1.20336339786822
"20152217","2-0-2",-1.44980803140178,-1.20336339786905
"20152669","2-0-2",-1.44980803140238,-1.20336339786917
"2010200611","2-0-2",-1.44980803140335,-1.20336339786976
"2010208358","2-0-2",-1.44980803140136,-1.20336339786878
"2009210907","2-0-2",-1.44980803140183,-1.20336339786902
"2010208367","2-0-2",-1.44980803140187,-1.20336339786881
"20152700","2-0-2",-1.44980803140222,-1.2033633978692
"2010216235","2-0-2",-1.44980803140317,-1.20336339786974
"20153231","2-0-2",-1.44980803140202,-1.20336339786917
"2010200683","2-0-2",-1.44980803140116,-1.20336339786843
"20153205","2-0-2",-1.4498080314018,-1.20336339786901
"20153477","2-0-2",-1.44980803140349,-1.2033633978698
"6827-06","2-0-2",-1.44980803140168,-1.2033633978686
"2009211070","2-0-2",-1.44980803140243,-1.20336339786926
"8408-04","2-0-2",-1.44980803140121,-1.20336339786863
"20154269","2-0-2",-1.44980803140152,-1.20336339786879
"2010200746","2-0-2",-1.44980803140155,-1.20336339786879
"2013208749","2-0-2",-1.44980803140231,-1.20336339786921
"2010200721","2-0-2",-1.44980803140155,-1.20336339786883
"2009215656","2-0-2",-1.4498080314008,-1.20336339786832
"20153460","2-0-2",-1.44980803140256,-1.20336339786929
"20154344","2-0-2",-1.44980803140241,-1.20336339786935
"2012221577","2-0-2",-1.44980803140299,-1.20336339786952
"20154249","2-0-2",-1.44980803140392,-1.20336339787022
"2009208555","2-0-2",-1.44980803140135,-1.20336339786873
"2009211142","2-0-2",-1.44980803140186,-1.20336339786901
"2009214547","2-0-2",-0.751973043244,0.89463535344142
"20153223","2-0-2",-1.44980803140254,-1.20336339786946
"2010205342","2-0-2",-1.44980803140163,-1.20336339786871
"2010220349","2-0-2",-1.44980803140214,-1.20336339786906
"2009216681","2-0-2",-1.44980803140172,-1.20336339786891
"2010210015","2-0-2",-1.44980803140247,-1.20336339786922
"2010206279","2-0-2",-1.44980803140343,-1.20336339786983
"2010203356","2-0-2",-1.44980803140079,-1.20336339786829
"2010223273","2-0-2",-1.44980803140082,-1.20336339786835
"20153414","2-0-2",-1.44980803140182,-1.20336339786903
"2009219991","2-0-2",-1.44980803140099,-1.20336339786841
"20152270","2-0-2",-1.4498080314017,-1.2033633978689
"20153405","2-0-2",-1.449808031402,-1.20336339786913
"2014203093","2-0-2",-1.44980803140161,-1.20336339786878
"2010205423","2-0-2",-1.44980803140202,-1.20336339786889
"20153467","2-0-2",-1.44980803140137,-1.20336339786867
"2010220061","2-0-2",-1.44980803140184,-1.20336339786901
"2010216128","2-0-2",-1.44980803140109,-1.20336339786854
"2009212749","2-0-2",-1.44980803140087,-1.20336339786828
"2010200718","2-0-2",-1.44980803140185,-1.20336339786907
"2009203511","2-0-2",-1.4498080314016,-1.20336339786893
"20153404","2-0-2",-1.44980803140188,-1.20336339786912
"20152208","2-0-2",-1.44980803140331,-1.20336339786992
"2012223303","2-0-2",-1.44980803140335,-1.20336339786972
"2012214952","2-0-2",-1.44980803140087,-1.2033633978684
"2010203401","2-0-2",-1.47686579157255,-0.216871548115656
"2009211080","2-0-2",-1.44980803140134,-1.2033633978687
"2009212730","2-0-2",-1.44980803140213,-1.20336339786915
"2009217681","2-0-2",-1.44980803140334,-1.20336339786971
"2009211246","2-0-2",-1.44980803140192,-1.20336339786906
"20153228","2-0-2",-1.44980803140421,-1.20336339787037
"20152878","2-0-2",-1.44980803140119,-1.20336339786847
"2010208390","2-0-2",-1.44980803140062,-1.20336339786814
"2010203382","2-0-2",-1.44980803140161,-1.20336339786863
"2013207647","2-0-2",-1.44980803140318,-1.20336339786966
"20154248","2-0-2",-1.4498080314011,-1.20336339786849
"2013227862","2-0-2",-1.44980803140142,-1.20336339786868
"20154516","2-0-2",-1.44980803140114,-1.2033633978685
"20152826","2-0-2",-1.44980803140148,-1.20336339786872
"2010207747","2-0-2",-1.44980803140334,-1.20336339786984
"2010203153","2-0-2",-1.44980803140167,-1.2033633978689
"20154284","2-0-2",-1.44980803140159,-1.20336339786887
"2013201709","2-0-2",-1.44980803140157,-1.20336339786869
"20154355","2-0-2",-1.44980803140271,-1.20336339786949
"20153225","2-0-2",-1.44980803140098,-1.20336339786845
"2009216744","2-0-2",-1.44980803140105,-1.20336339786851
"20153459","2-0-2",-1.44980803140336,-1.20336339786985
"2009215790","2-0-2",-1.44980803140092,-1.20336339786826
"20153187","2-0-2",-1.44980803140147,-1.20336339786871
"2012218067","2-0-2",-1.44980803140125,-1.20336339786864
"2009214111","2-0-2",-1.44980803140315,-1.20336339786957
"20152824","2-0-2",-1.44980803140146,-1.20336339786865
"20153237","2-0-2",-1.44980803140186,-1.20336339786902
"2012212202","2-0-2",-1.44980803140235,-1.20336339786925
"2010220350","2-0-2",-1.44980803140176,-1.20336339786898
"2013213407","2-0-2",-1.44980803140117,-1.20336339786851
"2012214434","2-0-2",-1.44980803140178,-1.20336339786893
"2009212646","2-0-2",-1.44980803140208,-1.20336339786907
"2013218176","2-0-2",-1.4498080314028,-1.20336339786952
"2009220011","2-0-2",-1.44980803140203,-1.20336339786893
"2009217629","2-0-2",-1.44980803140124,-1.20336339786858
"2012215769","2-0-2",-1.44980803140326,-1.20336339786993
"2010216188","2-0-2",-1.4498080314036,-1.20336339787002
"20152890","2-0-2",-1.44980803140095,-1.20336339786846
"2013224378","2-0-2",-1.44980803140144,-1.20336339786876
"2012218049","2-0-2",-1.44980803140087,-1.20336339786838
"20154520","2-0-2",-1.44980803140188,-1.20336339786906
"20153412","2-0-2",-1.44980803140112,-1.20336339786853
"2009212654","2-0-2",-1.44980803140174,-1.20336339786888
"2009215639","2-0-2",-1.44980803140116,-1.20336339786845
"4233-07","2-0-2",-1.44980803140143,-1.20336339786873
"2009217627","2-0-2",-1.44980803140127,-1.20336339786867
"2012218050","2-0-2",-1.44980803140405,-1.20336339787003
"2013208535","2-0-2",-1.44980803140136,-1.20336339786869
"20152879","2-0-2",-1.44980803140065,-1.20336339786817
"20152662","2-0-2",-1.44980803140284,-1.20336339786969
"2010200835","2-0-2",-1.44980803140082,-1.20336339786827
"20151892","2-0-2",-1.44980803140232,-1.20336339786922
"6793-05","2-0-2",-1.44980803140355,-1.20336339786971
"20152256","2-0-2",-1.4498080314019,-1.20336339786905
"2010216166","2-0-2",-1.44980803140158,-1.20336339786888
"2009218225","2-0-2",-1.44980803140332,-1.20336339786976
"2009212859","2-0-2",-1.44980803140126,-1.20336339786859
"2010220077","2-0-2",-1.44980803140158,-1.20336339786885
"20153472","2-0-2",-1.44980803140104,-1.20336339786835
"2010203350","2-0-2",-1.44980803140161,-1.20336339786885
"2010205398","2-0-2",-1.44980803140226,-1.20336339786928
"20153180","2-0-2",-1.44980803140221,-1.20336339786916
"20152963","2-0-2",-1.44980803140076,-1.2033633978683
"2010208397","2-0-2",-1.44980803140142,-1.20336339786876
"2008227542","2-0-2",-1.44980803140294,-1.2033633978695
"20154246","2-0-2",-1.4498080314016,-1.20336339786881
"9284-06","2-0-3",-1.44980803140133,-1.20336339786862
"2011218350","2-0-3",-1.44980803140173,-1.20336339786889
"2009215658","2-0-3",-1.44980803140391,-1.20336339787013
"2010205368","2-0-3",-1.44980803140097,-1.20336339786833
"2012221404","2-0-3",-1.44980803140223,-1.2033633978692
"2014205695","2-0-31",-1.44980803140191,-1.20336339786907
"2009213993","2-0-39",-1.44980803140242,-1.20336339786939
"2010216259","2-0-42",-1.44980803140193,-1.20336339786898
"2009217714","2-0-6",-1.44980803140089,-1.20336339786836
"20154370","2-0-6",-1.44980803140151,-1.2033633978688
"20152917","2-0-6",-1.44980803140118,-1.20336339786863
"2012213946","2-0-6",-1.4498080314026,-1.20336339786948
"2010220104","2-0-6",-1.44980803140176,-1.20336339786895
"2009207275","2-0-6",-1.44980803140133,-1.20336339786872
"20152901","2-0-6",-1.44980803140167,-1.20336339786892
"2012217274","2-0-6",-1.44980803140356,-1.20336339787008
"2012215805","2-0-6",-1.44980803140179,-1.20336339786896
"2013226872","2-0-6",-1.44980803140315,-1.2033633978698
"20153479","2-0-6",-1.44980803140208,-1.20336339786898
"20154774","2-0-6",-1.44980803140107,-1.20336339786854
"2013216323","2-0-6",-1.44980803140145,-1.20336339786878
"2014203834","2-0-6",-1.44980803140254,-1.20336339786944
"2013219859","2-0-6",-1.4498080314025,-1.20336339786925
"2013222062","2-0-6",-1.44980803140123,-1.2033633978686
"2013219479","2-0-6",-1.44980803140148,-1.20336339786883
"2013226345","2-0-6",-1.44980803140199,-1.20336339786915
"2009210882","2-0-6",-1.44980803140279,-1.20336339786943
"2009215139","2-0-6",-1.44980803140233,-1.20336339786941
"5808-04","2-0-6",-1.44980803140122,-1.20336339786855
"2009215690","2-0-6",-1.44980803140247,-1.20336339786933
"2013221820","2-0-6",-1.44980803140195,-1.20336339786887
"2012212663","2-0-6",-1.44980803140154,-1.20336339786887
"20153857","2-0-6",-1.44980803140244,-1.20336339786941
"20154360","2-0-6",-1.44980803140261,-1.20336339786931
"2013218429","2-0-6",-1.44980803140117,-1.20336339786861
"2010205248","2-0-6",-1.47686579157335,-0.216871548115936
"2010206334","2-0-6",-1.44980803140262,-1.20336339786939
"2010220110","2-0-6",-1.44980803140089,-1.20336339786842
"2012219972","2-0-6",-1.44980803140156,-1.20336339786876
"2014202160","2-0-6",-1.44980803140114,-1.2033633978686
"2009215608","2-0-6",-1.44980803140225,-1.20336339786931
"2013226323","2-0-6",-1.44980803140085,-1.2033633978683
"2012220659","2-0-6",-1.44980803140245,-1.20336339786936
"2012224889","2-0-6",-1.44980803140107,-1.20336339786844
"2012215622","2-0-6",-1.44980803140093,-1.20336339786844
"2012225592","2-0-6",-1.44980803140193,-1.20336339786909
"20151518","2-0-6",-1.44980803140125,-1.20336339786867
"20151640","2-0-6",-1.44980803140309,-1.20336339786955
"2010208330","2-0-6",-1.44980803140252,-1.2033633978694
"2009215670","2-0-6",-1.44980803140272,-1.20336339786926
"2010200679","2-0-6",-1.4498080314023,-1.2033633978693
"2014202148","2-0-6",-1.44980803140365,-1.20336339786991
"20152726","2-0-6",-1.44980803140074,-1.20336339786824
"20153240","2-0-6",-1.44980803140225,-1.20336339786936
"2008227920","2-0-6",-1.44980803140249,-1.20336339786939
"2010206325","2-0-6",-1.44980803140231,-1.20336339786924
"2012218036","2-0-6",-1.44980803140163,-1.20336339786896
"20154468","2-0-6",-1.44980803140073,-1.20336339786829
"20152629","2-0-6",-1.44980803140124,-1.20336339786868
"4268-07","2-0-6",-1.44980803140138,-1.20336339786872
"2009210224","2-0-6",-1.44980803140117,-1.20336339786843
"20154589","2-0-6",-1.44980803140167,-1.20336339786887
"2010216221","2-0-6",-1.44980803140196,-1.20336339786896
"20152961","2-0-6",-1.44980803140113,-1.2033633978686
"20154351","2-0-6",-1.44980803140154,-1.20336339786873
"2009206439","2-0-6",-1.44980803140114,-1.20336339786844
"2013219534","2-0-6",-1.44980803140282,-1.20336339786946
"20153286","2-0-6",-1.44980803140303,-1.20336339786964
"3666-06","2-0-6",-1.44980803140141,-1.20336339786874
"20153284","2-0-6",-1.44980803140133,-1.20336339786876
"2012211697","2-0-6",-1.44980803140131,-1.20336339786872
"20152806","2-0-6",-1.44980803140098,-1.20336339786848
"20153016","2-0-6",-1.44980803140135,-1.20336339786872
"2009214410","2-0-6",-1.4498080314024,-1.20336339786926
"2009209140","2-0-6",-1.4498080314036,-1.20336339786991
"2013226318","2-0-6",-1.44980803140146,-1.20336339786881
"20152675","2-0-6",-1.44980803140205,-1.20336339786911
"20152278","2-0-6",-1.44980803140113,-1.20336339786853
"2013202261","2-0-6",-1.4498080314017,-1.20336339786889
"2012220352","2-0-6",-1.44980803140229,-1.20336339786921
"20153023","2-0-6",-1.44980803140448,-1.20336339787037
"2009215743","2-0-6",-1.4498080314011,-1.20336339786848
"2012220420","2-0-6",-1.44980803140141,-1.20336339786855
"2014203082","2-0-6",-1.44980803140217,-1.20336339786922
"2013202624","2-0-6",-1.4498080314015,-1.20336339786868
"2010216137","2-0-6",-1.44980803140348,-1.20336339786964
"2009205600","2-0-6",-1.44980803140115,-1.20336339786856
